Entry	Protein names	Gene Names
Q9UT98	NADH kinase pos5, mitochondrial, EC 2.7.1.86	pos5 SPAC323.01c
Q9UTA1	Zinc finger protein C25B8.19c	SPAC25B8.19c SPAC683.01c
Q9UTA3	Probable intramembrane protease C25B8.17, EC 3.4.23.-	SPAC25B8.17
Q9UTA5	tRNA wybutosine-synthesizing protein 3, tRNA-yW-synthesizing protein 3, EC 2.1.1.282 (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	tyw3 SPAC25B8.15c
Q9UTA9	Uncharacterized methyltransferase C25B8.09, EC 2.1.1.-	SPAC25B8.09
Q9UTB3	Putative tRNA pseudouridine synthase C25B8.05, EC 5.4.99.-	SPAC25B8.05
Q9UTB8	Pre-mRNA-splicing factor ini1	ini1 SPAC23H3.02c
Q9UTC0	Metallothionein zym1	zym1 SPAC22H10.13
Q9UTC3	DNA replication complex GINS protein psf3	psf3 SPAC227.16c
Q9UTC4	Uncharacterized protein C227.15	SPAC227.15
Q9UTC5	Putative uridine kinase C227.14, EC 2.7.1.48	SPAC227.14
Q9UTC8	Protein OS-9 homolog	yos9 SPAC227.11c
Q9UTD0	Probable dihydrofolate synthetase, DHFS, EC 6.3.2.12	fol3 SPAC227.09
Q9UTD1	mRNA 3'-end-processing protein yth1	yth1 SPAC227.08c
Q9UTD8	Protein ERD1 homolog 1	erd1 SPAC227.01c SPAPB21F2.04c
Q9UTE1	Probable 6-phosphofructo-2-kinase C222.13c, EC 2.7.1.105	SPAC222.13c
Q9UTE4	Uncharacterized glutaminase C222.08c, EC 3.5.1.2	SPAC222.08c
Q9UTE6	Protein mak16	mak16 SPAC222.06
Q9UTE7	tRNA modification GTPase mss1, mitochondrial	mss1 SPAC222.05c
Q9UTE8	Chromatin-remodeling complex subunit ies6	ies6 SPAC222.04c
Q9UTG1	Putative purine nucleoside phosphorylase, PNP, EC 2.4.2.1 (Inosine phosphorylase) (Inosine-guanosine phosphorylase)	SPAC1805.16c
Q9UTG6	Putative methionyl-tRNA formyltransferase, EC 2.1.2.9	fmt1 SPAC1805.09c
Q9UTH1	tRNA:m(4)X modification enzyme TRM13, EC 2.1.1.225 (tRNA methylase 13)	trm13 SPAC1805.03c
Q9UTH5	Probable lysophospholipase C1786.02, EC 3.1.1.5 (Phospholipase B)	SPAC1786.02
Q9UTI0	Probable dihydroorotase, DHOase, EC 3.5.2.3	ura2 SPAC16.03c
Q9UTI1	Silencing boundary-establishment protein FUB1-like protein (Proteasome inhibitor PI31-like protein SPAC15E1.10)	SPAC15E1.10 SPAP7G5.01
Q9UTI2	Glutaredoxin-2	grx2 SPAC15E1.09
Q9UTI6	Probable ethanolamine-phosphate cytidylyltransferase, EC 2.7.7.14 (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)	SPAC15E1.05c
Q9UTI8	60S ribosomal protein L42	rpl42 rpl36a SPAC15E1.03
Q9UTJ2	Phosphomannomutase, PMM, EC 5.4.2.8	pmm1 SPAC1556.07
Q9UTK3	Probable nicotinate phosphoribosyltransferase, NAPRTase, EC 6.3.4.21	SPAC1486.06
Q9UTK6	G-patch domain-containing protein C1486.03	SPAC1486.03c
Q9UTK8	GDP-mannose transporter, GMT	vrg4 SPAC144.18
Q9UTL1	Conserved oligomeric Golgi complex subunit 1, COG complex subunit 1	cog1 SPAC144.15c
Q9UTL3	Ribose-5-phosphate isomerase, EC 5.3.1.6 (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)	rki1 SPAC144.12
Q9UTL4	GPI-anchored wall transfer protein 1, EC 2.3.-.- (Meiotically up-regulated gene 59 protein)	gwt1 mug59 SPAC144.10c
Q9UTL5	Transcription factor IIIA, TFIIIA	sfc2 SPAC144.09c
Q9UTL7	GPN-loop GTPase 2, EC 3.6.5.- (ATP-binding domain 1 family member B homolog)	gpn2 SPAC144.07c
Q9UTL8	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin 3, Delta-adaptin)	apl5 SPAC144.06
Q9UTL9	Uncharacterized ATP-dependent helicase C144.05, EC 3.6.4.-	SPAC144.05
Q9UTM4	T-complex protein 1 subunit epsilon, TCP-1-epsilon (CCT-epsilon)	cct5 SPAC1420.02c
Q9UTM8	Putative succinate-semialdehyde dehydrogenase C139.05 [NADP(+)], SSDH, EC 1.2.1.16	SPAC139.05
Q9UTN0	Uncharacterized transcriptional regulatory protein C139.03	SPAC139.03
Q9UTN1	Mitochondrial oxaloacetate transport protein	oac1 SPAC139.02c
Q9UTN8	Ubiquitin-conjugating enzyme E2 14, EC 2.3.2.23 (E2 ubiquitin-conjugating enzyme 14) (Ubiquitin carrier protein 14) (Ubiquitin-protein ligase 14)	ubc14 SPAC1250.03
Q9UTQ1	Probable pyridoxamine 5'-phosphate oxidase, EC 1.4.3.5 (PNP/PMP oxidase, PNPOx)	SPAC1093.02
Q9UTQ6	40S ribosomal protein S15-B	rps1502 rps15b SPAC1071.07c
Q9UTQ8	Histidine protein methyltransferase 1, EC 2.1.1.85 (Methyltransferase-like protein 18 homolog C1071.05)	SPAC1071.05
Q9UTQ9	Signal peptidase complex subunit 2 (Microsomal signal peptidase subunit 2)	spc2 SPAC1071.04c
Q9UTR1	DNA repair/transcription protein mms19	mms19 SPAC1071.02
Q9UTR9	ASTRA-associated protein 1	asa1 SPAC1006.02
Q9UTS0	Subtilase-type proteinase psp3, EC 3.4.21.-	psp3 SPAC1006.01
Q9UTS5	Zinc finger protein zas1	zas1 SPBC1198.04c
Q9UTS7	Probable L-asparaginase 2, EC 3.5.1.1 (L-asparagine amidohydrolase 2)	SPAC977.12
Q9UU76	Pumilio homology domain family member 6	puf6 SPCP1E11.11
Q9UU79	Ribosome biogenesis protein nsa2	nsa2 SPCP1E11.08
Q9UU84	Meiotically up-regulated gene 170 protein	mug170 SPCP1E11.03
Q9UU85	Protein kinase domain-containing protein ppk38	ppk38 SPCP1E11.02
Q9UU86	Protein SYG1 homolog	SPCC1827.07c SPCP1E11.01c
Q9UU88	Adenylate kinase isoenzyme 6 homolog, AK6, EC 2.7.4.3 (Dual activity adenylate kinase/ATPase, AK/ATPase)	SPCC830.11c
Q9UU90	Ribonuclease P/MRP protein subunit POP5, EC 3.1.26.5	SPCC830.09c
Q9UU94	Enhancer of polycomb-like protein 1	epl1 SPCC830.05c
Q9UU99	CRAL-TRIO domain-containing protein C23B6.04c	SPCC23B6.04c
Q9UUA4	Translocation protein sec66	sec66 SPBC409.21
Q9UUA5	Metaxin-like protein C409.19c	SPBC409.19c
Q9UUB4	Phosphoribosylaminoimidazole-succinocarboxamide synthase, EC 6.3.2.6 (SAICAR synthetase)	ade7 SPBC409.10
Q9UUC9	Mitochondrial distribution and morphology protein 34	mdm34 SPBC19C2.11c
Q9UUD2	Pre-mRNA-splicing factor 38	prp38 SPBC19C2.08
Q9UUD6	Ubiquitin carboxyl-terminal hydrolase 11, EC 3.4.19.12 (Deubiquitinating enzyme 11) (Ubiquitin thioesterase 11) (Ubiquitin-specific-processing protease 11)	ubp11 SPBC19C2.04c
Q9UUE1	Pyruvate carboxylase, EC 6.4.1.1 (Pyruvic carboxylase, PCB)	pyr1 SPBC17G9.11c
Q9UUE2	Protein csx2	csx2 SPBC17G9.08c
Q9UUE6	Lysine--tRNA ligase, cytoplasmic, EC 6.1.1.6 (Lysyl-tRNA synthetase, LysRS)	krs1 SPBC17G9.03c
Q9UUE7	Cell division control protein 73	cdc73 SPBC17G9.02c
Q9UUF0	Peroxisome biogenesis factor 10 (Peroxin-10) (Peroxisomal biogenesis factor 10) (Peroxisome assembly protein 10)	pas4 pi036 SPBC17A3.10
Q9UUF1	Deoxyribonuclease Tat-D, EC 3.1.21.-	pi038 SPBC17A3.08
Q9UUF2	Probable methionine--tRNA ligase, cytoplasmic, EC 6.1.1.10 (Methionyl-tRNA synthetase, MetRS)	rar1 mes1 mrs1 pi042 SPBC17A3.04c
Q9UUF7	Coatomer subunit beta (Beta-coat protein, Beta-COP)	sec26 SPBC146.14c SPBC337.01c
Q9UUG2	Uncharacterized leucine-rich repeat-containing protein C926.06c	SPAC926.06c
Q9UUG3	Diphthamide biosynthesis protein 4	dph4 SPAC926.05c
Q9UUH1	Vacuolar protein sorting-associated protein 55	vps55 SPAC630.11
Q9UUH3	Uncharacterized kinase mug58, EC 2.7.-.- (Meiotically up-regulated gene 58 protein)	mug58 SPAC630.09c
Q9UUI4	Ribosome biogenesis protein NOP53	rrp16 nop53 SPAC22F8.09
Q9UUI7	Putative alpha,alpha-trehalose-phosphate synthase [UDP-forming] 100 kDa subunit, EC 2.4.1.15 (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	SPAC22F8.05
Q9UUI8	Uncharacterized transporter C22F8.04	SPAC22F8.04
Q9UUJ0	Pyruvylated Gal-beta-1,3-epitope synthesis protein 5, PvGal synthesis protein 5 (Meiotically up-regulated gene 50 protein)	pvg5 mug50 SPAC22F8.02c
Q9UUJ3	Probable Rho-GTPase-activating protein 9	rga9 SPAC1952.16
Q9UUJ4	Meiotic recombination protein rec24 (Meiotically up-regulated gene 6 protein)	rec24 mug6 SPAC1952.15c
Q9UUJ5	54S ribosomal protein L25, mitochondrial	mrpl25 SPAC1952.14c
Q9UUJ7	COP9 signalosome complex subunit 7	csn71 csn7a SPAC1952.12c
Q9UUJ9	Acetyl-CoA hydrolase, EC 3.1.2.1 (Acetyl-CoA deacylase, Acetyl-CoA acylase)	ach1 SPAC1952.09c
Q9UUK1	Beta-catenin-like protein 1 homolog	ctnnbl1 SPAC1952.06c
Q9UUK3	Ubiquitin thioesterase otu2, EC 3.4.19.12 (OTU domain-containing protein 2)	otu2 SPAC1952.03
Q9UUK7	Phosphoribosylglycinamide formyltransferase, EC 2.1.2.2 (5'-phosphoribosylglycinamide transformylase) (GAR transformylase, GART)	ade5 ade8 SPCC24E4.01 SPCC569.08c
Q9UUL4	Cell wall alpha-1,3-glucan synthase mok12, EC 2.4.1.183	mok12 pi011 SPBC32H8.13c
Q9Y700	Elongation factor Tu, mitochondrial	tuf1 SPBC9B6.04c
Q9Y704	Cell wall alpha-1,3-glucan synthase mok14, EC 2.4.1.183	mok14 SPCC63.04
Q9Y719	Cell wall alpha-1,3-glucan synthase mok13, EC 2.4.1.183	mok13 SPBC16D10.05
Q9Y7I8	Zuotin (DnaJ-related protein zuo1, J protein zuo1) (Ribosome-associated complex subunit zuo1)	zuo1 SPBC1778.01c SPBC30D10.01
Q9Y7J2	Uncharacterized protein C1778.05c	SPBC1778.05c
Q9Y7J3	Carnosine N-methyltransferase, EC 2.1.1.22	SPBC1778.07
Q9Y7J8	Uncharacterized protein C216.01c	SPBC216.01c SPBC713.13c
Q9Y7K1	Uncharacterized protein C216.04c	SPBC216.04c
Q9Y7K6	Uncharacterized RING finger protein C2A9.04c	SPBC2A9.04c
Q9Y7K9	PARP-type zinc finger-containing protein C2A9.07c	SPBC2A9.07c
Q9Y7L4	Probable exonuclease V, mitochondrial, Exo V, EC 3.1.-.-	exo5 SPBC685.02
Q9Y7L6	AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Sigma2-adaptin)	aps2 SPBC685.04c
Q9Y7L7	Phosphatidylinositol N-acetylglucosaminyltransferase subunit gpi15, EC 2.4.1.198 (PIGH homolog)	gpi15 SPBC685.05
Q9Y7M1	Putative 2-hydroxyacyl-CoA lyase, EC 4.1.-.-	SPBC725.04
Q9Y7M3	Glutamine sensor pib2	pib2 SPBC9B6.03
Q9Y7M7	ATP-dependent permease MDL1, mitochondrial (ABC transporter mdl1)	mdl1 SPBC9B6.09c
Q9Y7M8	Probable RNA exonuclease C9B6.11c, EC 3.1.-.-	SPBC9B6.11c
Q9Y7N1	Uncharacterized protein C1450.03	SPCC1450.03
Q9Y7N4	D-amino-acid oxidase, DAAO, DAMOX, DAO, EC 1.4.3.3	dao1 SPCC1450.07c
Q9Y7N5	Meiotic drive suppressor wtf16	wtf16 wtf8 SPCC1450.08c
Q9Y7N6	Putative lysophospholipase C1450.09c, EC 3.1.1.5 (Phospholipase B)	SPCC1450.09c
Q9Y7N7	Cytosolic Fe-S cluster assembly factor NAR1 homolog (Nuclear architecture-related protein 1 homolog)	SPCC1450.10c
Q9Y7P3	Triacylglycerol lipase ptl1, EC 3.1.1.3	ptl1 SPCC1450.16c
Q9Y7P6	Meiotically up-regulated gene 72 protein	mug72 SPCC1902.02 SPCC663.16c
Q9Y7Q2	Glutathione S-transferase 1, EC 2.5.1.18 (GST-I)	gst1 SPCC191.09c
Q9Y7Q7	DENN domain-containing protein C297.05	SPCC297.05
Q9Y7Q9	Probable metabolite transporter C2H8.02	SPCC2H8.02
Q9Y7R5	INSIG family protein	ins1 SPCC306.05c
Q9Y7R6	Protein big1	big1 voa1 SPCC306.06c
Q9Y7R8	Malate dehydrogenase, mitochondrial, EC 1.1.1.37	MDH1 SPCC306.08c
Q9Y7S4	Uncharacterized transporter C569.05c	SPCC569.05c
Q9Y7S6	Aromatic amino acid aminotransferase C569.07, EC 2.6.1.57	SPCC569.07
Q9Y7T3	tRNA(His) guanylyltransferase, EC 2.7.7.79 (tRNA-histidine guanylyltransferase)	thg1 SPCC63.07
Q9Y7T6	Dolichol kinase sec59, EC 2.7.1.108	sec59 SPCC63.10c
Q9Y7T8	Probable proteasome subunit beta type-3	pup3 SPCC63.12c
Q9Y7T9	Uncharacterized J domain-containing protein C63.13	SPCC63.13
Q9Y7U3	Probable phosphatidylglycerophosphatase, mitochondrial, EC 3.1.3.27 (PGP phosphatase)	gep4 SPCC645.02
Q9Y7U7	Staphylococcal nuclease domain-containing protein 1 (4SNc-Tudor domain protein)	snd1 sn4tdr SPCC645.08c
Q9Y7V0	Meiotically up-regulated gene 117 protein	mug117 SPCC645.11c
Q9Y7V2	Transcription factor bye1	bye1 SPCC645.13
Q9Y7X6	Stress response protein ish1	ish1 isp1 SPBC365.12c
Q9Y7X7	GRIP and coiled-coil domain-containing protein C365.11	SPBC365.11
Q9Y7X9	KIN17-like protein	SPBC365.09c
Q9Y7Y2	Pre-mRNA-splicing factor slu7	slu7 SPBC365.05c
Q9Y7Y4	Protoheme IX farnesyltransferase, mitochondrial, EC 2.5.1.141 (Heme O synthase)	cox10 SPBC365.02c
Q9Y7Y8	Probable glutamine--tRNA ligase, EC 6.1.1.18 (Glutaminyl-tRNA synthetase, GlnRS)	qrs1 SPBC342.02
Q9Y7Y9	Uncharacterized membrane protein C18A7.02c	SPBC18A7.02c
Q9Y7Z3	Putative acyl-CoA-binding protein, ACBP	SPBC1539.06
Q9Y7Z4	Conserved oligomeric Golgi complex subunit 3, COG complex subunit 3 (Component of oligomeric Golgi complex 3)	cog3 SPBC1539.05
Q9Y7Z9	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial, EC 1.14.13.-	coq6 SPBC146.12
Q9Y801	FAS1 domain-containing protein mug57 (Meiotically up-regulated gene 57 protein)	mug57 SPBC146.10
Q9Y803	S1-like domain-containing protein C146.08c	SPBC146.08c
Q9Y809	N-terminal acetyltransferase B complex subunit arm1, NatB complex subunit arm1 (Mitochondrial distribution and morphology protein 20)	arm1 mdm20 SPBC1215.02c
Q9Y813	Ribonuclease P protein subunit rpr2, EC 3.1.26.5 (RNA-processing protein rpr2)	rpr2 SPBC1105.16c
Q9Y819	Transmembrane 9 superfamily protein C1105.08	SPBC1105.08
Q9Y820	PCI domain-containing protein C1105.07c	SPBC1105.07c
Q9Y825	Uncharacterized WD repeat-containing protein C25H1.06	SPAC25H1.06
Q9Y827	Triacylglycerol lipase ptl3, EC 3.1.1.3	ptl3 SPAC1A6.05c
Q9Y876	Secretory component protein psh3	psh3 SPBC409.20c
A6X972	EKC/KEOPS complex subunit gon7	gon7 SPAC6B12.18
A6X982	Uncharacterized protein C15D4.13c	SPBC15D4.13c
B5BP45	Uncharacterized amino-acid permease C460.01c	SPBC460.01c
B5BP46	Putative glutathione S-transferase C460.02c, EC 2.5.1.18	SPBC460.02c
B5BP48	Putative alpha-ketoglutarate-dependent sulfonate dioxygenase, EC 1.14.11.-	SPBC460.04c
B5BP49	Uncharacterized transporter C460.05	SPBC460.05
C6Y4A3	ATP synthase subunit K, mitochondrial	atp19 SPAC25H1.10c
C6Y4A7	ER membrane protein complex subunit 5	emc5 SPAP4C9.02
C6Y4A8	Uncharacterized protein C23D3.16	SPAC23D3.16
C6Y4B6	Non-classical export protein 1	nce101 SPAC12G12.17
C6Y4C0	Putative splicing factor C222.18	SPAC222.18
C6Y4C1	Protein pet117, mitochondrial	pet117 SPBC1604.25
C6Y4C3	Extender of the chronological lifespan protein ecl3	ecl3 SPBC8E4.12c
C6Y4C4	Succinate dehydrogenase assembly factor 4, mitochondrial, SDH assembly factor 4, SDHAF4	SPBC26H8.16
C6Y4C5	Extender of the chronological lifespan protein 2	ecl2 SPBP35G2.16c
C6Y4C6	Uncharacterized protein C29A10.17	SPBC29A10.17
C6Y4C8	Vacuolar ATPase assembly integral membrane protein vma21	vma21 SPCC1235.16
C6Y4D2	Probable 54S ribosomal protein MRP49, mitochondrial	mrp49 SPCC1442.19
G2TRJ4	Uncharacterized protein tam1 (Transcripts altered in meiosis protein 1)	tam1 SPAC222.19
G2TRJ8	Cx9C motif-containing protein 4, mitochondrial (Transcripts altered in meiosis protein 2)	cmc4 tam2 SPAC4F10.22
G2TRJ9	Cytochrome c oxidase assembly factor 3, mitochondrial (Transcripts altered in meiosis protein 3)	coa3 tam3 SPAC1B3.21
G2TRK9	Uncharacterized protein new13	new13 SPAC4D7.14
G2TRL1	Uncharacterized protein C186.04c	SPAC186.04c
G2TRL3	Ribosome assembly protein 3	rsa3 new7 SPAC6B12.19
G2TRL5	Uncharacterized protein new2	new2 SPAC1805.18
G2TRL7	S-phase delaying protein 2	spd2 SPAC3F10.19
G2TRM0	ATP synthase assembly factor fmc1, mitochondrial (Formation of mitochondrial complexes protein 1)	fmc1 new3 SPAC1486.11
G2TRM8	Cytochrome c oxidase assembly factor 2	coa2 new5 SPAC15A10.17
G2TRN7	RecQ DNA helicase-like protein C212.06c	SPAC212.06c
G2TRN8	Putative uncharacterized transporter C977.04	SPAC977.04
G2TRN9	Uncharacterized transcriptional regulatory protein C11D3.11c	SPAC11D3.11c
G2TRP2	Putative mitochondrial ribosomal protein new15, mitochondrial	new15 SPBC8D2.23
G2TRP3	37S ribosomal protein YMR-31, mitochondrial	ymr31 SPBC21B10.14
G2TRP5	Cytochrome c oxidase subunit 7	cox7 SPBC2F12.17
G2TRP6	Cytochrome c oxidase subunit 6B-like protein new16	new16 SPBC24C6.13
G2TRP7	Mitochondrial import receptor subunit tom5	tom5 SPBC19G7.19
G2TRP8	Mitochondrial zinc maintenance protein 1, mitochondrial	new18 SPBC30D10.21
G2TRP9	Cytochrome c oxidase assembly protein cox20, mitochondrial	cox20 SPBC25H2.18
G2TRQ6	Uncharacterized protein tam11 (Transcripts altered in meiosis protein 11)	tam11 SPBC17D1.17
G2TRQ8	54S ribosomal protein L36, mitochondrial (Transcripts altered in meiosis protein 9)	tam9 SPBC1711.18
G2TRQ9	Uncharacterized protein tam10 (Transcripts altered in meiosis protein 10)	tam10 SPBC14C8.19
G2TRR4	Signal peptidase complex subunit 1	spc1 new19 SPBC887.22
G2TRS2	ER exit protein	new20 SPBC839.19
G2TRT0	Synembryn-like protein C3E7.04c	SPBC3E7.04c
G2TRT1	Probable transcriptional repressor C1348.12	SPBC1348.12
G2TRT3	Protein tam14 (Transcripts altered in meiosis protein 14)	tam14 SPCC330.20
G2TRT6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 homolog	SPCC417.16
G2TRU0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit ost5, Oligosaccharyl transferase subunit ost5 (Oligosaccharyl transferase subunit zeta)	ost5 SPCC18.19c
G2TRU5	COX assembly mitochondrial protein 2 (Cx9C motif-containing protein 2)	cmc2 new24 SPCC4B3.20
O13598	WW domain-containing protein C11B10.08	pi003 SPACTOKYO_453.33c SPBC11B10.08
O13602	Probable 37S ribosomal protein S28, mitochondrial	mrps28 pi007 SPBC11B10.04c
O13614	40S ribosomal protein S10-B	rps1002 rps10b pi023 SPBP22H7.08
O13621	Uncharacterized protein C691.05c	pi030 SPBC691.05c SPBP22H7.01c
O13640	Uncharacterized alpha-1,2-galactosyltransferase C8D2.17, EC 2.4.1.-	pi048 SPBC8D2.17
O13641	Putative methyltransferase SPBC8D2.16c, EC 2.1.1.-	pi049 SPBC8D2.16c
O13650	Putative transcription factor tau subunit sfc9 (TFIIIC subunit sfc9) (Transcription factor C subunit 9)	sfc9 SPBC8D2.07c
O13660	Uncharacterized mitochondrial carrier C27B12.09c	pi069 SPBC27B12.09c
O13674	Meiotically up-regulated gene 24 protein	mug24 SPCC74.09
O13679	Uncharacterized protein C737.05	SPCC737.05
O13687	V-type proton ATPase subunit E, V-ATPase subunit E (Vacuolar proton pump subunit E)	vma4 SPAC11E3.07
O13691	NADH-ubiquinone oxidoreductase 24 kDa subunit homolog C11E3.12, mitochondrial, EC 1.6.-.-	SPAC11E3.12
O13693	Uncharacterized protein C11E3.14	SPAC11E3.14
O13699	Meiotically up-regulated gene 132 protein	mug132 SPAC11G7.06c
O13704	Thioredoxin domain-containing protein C13F5.05, mitochondrial	SPAC13F5.05
O13706	PARP-type zinc finger-containing protein C13F5.07c	SPAC13F5.07c
O13715	Meiotically up-regulated gene 5 protein	mug5 SPAC14C4.08
O13717	Uncharacterized protein C14C4.10c	SPAC14C4.10c
O13724	Zinc finger protein zpr1	zpr1 SPAC15A10.04c
O13732	Uncharacterized protein C15A10.12c	SPAC15A10.12c
O13733	Protein kinase domain-containing protein ppk3	ppk3 SPAC15A10.13
O13743	Uncharacterized protein C16E8.08	SPAC16E8.08
O13746	Uncharacterized protein C16E8.18	SPAC16E8.18
O13752	Uncharacterized TLC domain-containing protein C17A2.02c	SPAC17A2.02c
O13757	Meiotic chromosome segregation protein C17A2.07c	SPAC17A2.07c
O13758	Uncharacterized protein C17A2.08c	SPAC17A2.08c
O13760	Uncharacterized membrane protein C17A2.10c	SPAC17A2.10c
O13761	Uncharacterized protein C17A2.11, mitochondrial	SPAC17A2.11
O13771	Uncharacterized protein C17A5.09c	SPAC17A5.09c
O13772	Proline/serine-rich protein C17A5.10	SPAC17A5.10
O13780	Uncharacterized protein C17G6.02c	SPAC17G6.02c
O13781	Uncharacterized protein C17G6.03	SPAC17G6.03
O13783	Vacuolar protein-sorting protein bro1 (BRO domain-containing protein 1)	bro1 SPAC17G6.05c
O13784	40S ribosomal protein S24-A	rps2401 rps24a SPAC17G6.06
O13791	Protein slt1	slt1 SPAC17G6.13
O13793	Sideroflexin fsf1 (Fungal sideroflexin-1)	fsf1 SPAC17G6.15c
O13798	Caffeine-induced protein 16	cid16 SPAC17H9.01
O13803	Uncharacterized protein C17H9.06c	SPAC17H9.06c
O13804	Uncharacterized protein C17H9.07	SPAC17H9.07
O13805	Uncharacterized mitochondrial carrier C17H9.08	SPAC17H9.08
O13809	Uncharacterized FAD-binding protein C17H9.12c	SPAC17H9.12c
O13813	Mitochondrial import receptor subunit tom22 (Mitochondrial 22 kDa outer membrane protein) (Translocase of outer membrane 22 kDa subunit)	tom22 SPAC17H9.16
O13815	Meiotically up-regulated gene 52 protein	mug52 SPAC17H9.18c
O13818	Uncharacterized PH domain-containing protein C19A8.02	SPAC19A8.02
O13822	Uncharacterized oxidoreductase C19A8.06, EC 1.-.-.-	SPAC19A8.06
O13823	U3 small nucleolar ribonucleoprotein protein imp4, U3 snoRNP protein imp4	imp4 SPAC19A8.07c
O13825	Protein transport protein yos1	yos1 SPAC19A8.09
O13827	Uncharacterized protein C19A8.11c	SPAC19A8.11c
O13844	Uncharacterized mitochondrial carrier C19G12.05	SPAC19G12.05
O13854	Serine/threonine-rich protein adg2 (Meiotically up-regulated gene 46 protein)	adg2 mug46 SPAC19G12.16c SPAC23A1.01c
O13856	Uncharacterized WD repeat-containing protein C1A6.02	SPAC1A6.02 SPAC23C4.21
O13859	Meiotically up-regulated gene 125 protein	mug125 SPAC1A6.08c
O13861	tRNA threonylcarbamoyladenosine dehydratase, EC 6.1.-.- (t(6)A37 dehydratase)	SPAC1A6.10 SPAC30D11.05c
O13863	Uncharacterized kinase C1B1.02c, EC 2.7.1.-	SPAC1B1.02c
O13871	Uncharacterized methyltransferase C1B3.06c, EC 2.1.1.-	SPAC1B3.06c
O13873	Protein CSN12 homolog	csn12 SPAC1B3.08
O13874	Uncharacterized NOC2 family protein C1B3.09c	SPAC1B3.09c
O13875	Uncharacterized Sel1-like repeat-containing protein C1B3.10c	SPAC1B3.10c
O13879	Uncharacterized transporter C1B3.15C	SPAC1B3.15c
O13882	Putative 37S ribosomal protein S18, mitochondrial	mrps18 SPAC1B3.18c
O13883	GPI transamidase component GAB1 homolog	SPAC1952.01 SPAC1B3.19
O13894	Meiotically up-regulated gene 103 protein	mug103 SPAC22A12.02c
O13901	Uncharacterized CDP-alcohol phosphatidyltransferase class-I family protein C22A12.10	SPAC22A12.10
O13905	BSD domain-containing protein C22A12.14c	SPAC22A12.14c
O13908	Uncharacterized oxidoreductase C22A12.17c, EC 1.-.-.-	SPAC22A12.17c
O13909	Uncharacterized protein C23C11.01	SPAC23C11.01
O13912	Uncharacterized protein C23C11.06c	SPAC23C11.06c
O13926	UPF0665 family protein C23C4.06c	SPAC23C4.06c
O13927	Twin horsetail protein 2 (Meiotically up-regulated gene 22 protein)	tht2 mug22 SPAC23C4.07
O13929	Uncharacterized protein C23C4.09c	SPAC23C4.09c
O13938	UPF0658 Golgi apparatus membrane protein C23H3.04	SPAC23H3.04
O13942	Uncharacterized protein C23H3.12c	SPAC23H3.12c
O13943	Late secretory pathway protein avl9	avl9 SPAC23H3.14
O13951	RNA polymerase II nuclear localization protein iwr1	iwr1 SPAC23H4.08
O13954	Uncharacterized protein C23H4.13c	SPAC23H4.13c
O13969	Probable threonine--tRNA ligase, mitochondrial, EC 6.1.1.3 (Threonyl-tRNA synthetase, ThrRS)	SPAC24C9.09
O13970	37S ribosomal protein mrp4, mitochondrial	mrp4 SPAC24C9.10c
O13971	Suppressor of glycerol defect protein 1	sgd1 SPAC24C9.11
O13973	37S ribosomal protein mrp10, mitochondrial	mrp10 SPAC24C9.13c
O13977	JmjC domain-containing protein 1 (Jumonji domain-containing protein 1)	jmj1 SPAC25H1.02
O13980	Meiotic expression up-regulated protein 29	meu29 SPAC25H1.05
O13982	Uncharacterized WD repeat-containing protein C25H1.08c	SPAC25H1.08c
O13986	Uncharacterized protein C26H5.04	SPAC26H5.04
O13989	Uncharacterized protein C26H5.07c	SPAC26H5.07c
O13991	Uncharacterized oxidoreductase C26H5.09c, EC 1.-.-.-	SPAC26H5.09c
O14006	37S ribosomal protein S9, mitochondrial	mrps9 SPAC29A4.03c
O14009	Nuclear speckle splicing regulatory protein 1 homolog (Coiled-coil domain-containing protein 55 homolog)	SPAC29A4.06c
O14015	Meiotically up-regulated gene 108 protein	mug108 SPAC29A4.12c
O14016	Uncharacterized urease accessory protein UreF-like	SPAC29A4.13
O14017	Uncharacterized protein C29A4.14c	SPAC29A4.14c
O14020	Uncharacterized protein C29A4.17c	SPAC29A4.17c
O14030	Uncharacterized protein C29B12.08	SPAC29B12.08
O14032	UPF0664 stress-induced protein C29B12.11c	SPAC29B12.11c
O14033	Uncharacterized protein C29B12.12	SPAC29B12.12
O14034	Uncharacterized lyase C29B12.13, EC 4.-.-.-	SPAC29B12.13
O14038	Uncharacterized protein C2C4.05	SPAC2C4.05
O14041	Uncharacterized nucleolar protein C2C4.08	SPAC2C4.08
