Entry	Protein names	Gene Names
A0A1Z5RKA4	BOWMAN_BIRK domain-containing protein	SORBI_3005G215601
A0A1Z5RKA7	Uncharacterized protein	SORBI_3004G005700
A0A1Z5RKA8	Uncharacterized protein	SORBI_3004G006500
A0A1Z5RKA9	Uncharacterized protein	SORBI_3004G006800
A0A1Z5RKB0	Uncharacterized protein	SORBI_3004G005900
A0A1Z5RKB1	Uncharacterized protein	SORBI_3005G183900
A0A1Z5RKB4	Rx_N domain-containing protein	SORBI_3005G197350
A0A1Z5RKB6	CCT domain-containing protein	SORBI_3004G007400
A0A1Z5RKB7	SNF2-rel_dom domain-containing protein	SORBI_3004G007900
A0A1Z5RKB8	Uncharacterized protein	SORBI_3004G006966
A0A1Z5RKC0	CCT domain-containing protein	SORBI_3004G007400
A0A1Z5RKC1	Uncharacterized protein	SORBI_3005G186250
A0A1Z5RKC2	Protein kinase domain-containing protein	SORBI_3005G219600
A0A1Z5RKC3	Uncharacterized protein	SORBI_3005G198400
A0A1Z5RKC7	CCT domain-containing protein	SORBI_3004G007400
A0A1Z5RKC8	Uncharacterized protein	SORBI_3004G007166
A0A1Z5RKD1	Uncharacterized protein	SORBI_3005G230600
A0A1Z5RKD2	Uncharacterized protein	SORBI_3005G220740
A0A1Z5RKD3	OTU domain-containing protein	SORBI_3004G010600
A0A1Z5RKD5	Uncharacterized protein	SORBI_3004G012501
A0A1Z5RKD6	Uncharacterized protein	SORBI_3005G219700
A0A1Z5RKD8	Uncharacterized protein	SORBI_3004G007550
A0A1Z5RKD9	Uncharacterized protein	SORBI_3004G010151
A0A1Z5RKE1	Uncharacterized protein	SORBI_3005G189000
A0A1Z5RKE3	Uncharacterized protein	SORBI_3005G201501
A0A1Z5RKE5	Uncharacterized protein	SORBI_3004G014900
A0A1Z5RKE6	Uncharacterized protein	SORBI_3004G009000
A0A1Z5RKE7	OTU domain-containing protein	SORBI_3004G010600
A0A1Z5RKE8	Uncharacterized protein	SORBI_3005G221200
A0A1Z5RKF0	PHD-type domain-containing protein	SORBI_3004G001900
A0A1Z5RKF1	Uncharacterized protein	SORBI_3004G015550
A0A1Z5RKF3	Uncharacterized protein	SORBI_3005G224200
A0A1Z5RKF4	Uncharacterized protein	SORBI_3005G203200
A0A1Z5RKF6	Uncharacterized protein	SORBI_3004G015150
A0A1Z5RKF9	Uncharacterized protein	SORBI_3005G222650
A0A1Z5RKG0	WAT1-related protein	SORBI_3004G003300
A0A1Z5RKG1	Uncharacterized protein	SORBI_3004G017100
A0A1Z5RKG2	SERPIN domain-containing protein	SORBI_3004G014200
A0A1Z5RKG5	Uncharacterized protein	SORBI_3004G018500
A0A1Z5RKG8	DUF1618 domain-containing protein	SORBI_3005G225100
A0A1Z5RKG9	Uncharacterized protein	SORBI_3005G192350
A0A1Z5RKH2	Uncharacterized protein	SORBI_3004G017000
A0A1Z5RKH3	Uncharacterized protein	SORBI_3004G019300
A0A1Z5RKH4	Uncharacterized protein	SORBI_3004G019250
A0A1Z5RKH6	Uncharacterized protein	SORBI_3004G020500
A0A1Z5RKH7	Uncharacterized protein	SORBI_3005G193300
A0A1Z5RKH8	Protein kinase domain-containing protein	SORBI_3005G207000
A0A1Z5RKH9	Uncharacterized protein	SORBI_3005G226350
A0A1Z5RKI1	Terpene_synth_C domain-containing protein	SORBI_3004G019550
A0A1Z5RKI3	Uncharacterized protein	SORBI_3004G022850
A0A1Z5RKI8	Methenyltetrahydrofolate cyclohydrolase, EC 3.5.4.9	SORBI_3004G018000
A0A1Z5RKI9	Uncharacterized protein	SORBI_3004G007032
A0A1Z5RKJ2	START domain-containing protein	SORBI_3004G023300
A0A1Z5RKJ3	Uncharacterized protein	SORBI_3005G197600
A0A1Z5RKJ4	Uncharacterized protein	SORBI_3004G024000
A0A1Z5RKJ6	Uncharacterized protein	SORBI_3004G019700
A0A1Z5RKJ9	Uncharacterized protein	SORBI_3004G022950
A0A1Z5RKK0	Protein kinase domain-containing protein	SORBI_3005G210200
A0A1Z5RKK1	Uncharacterized protein	SORBI_3005G228650
A0A1Z5RKK2	Uncharacterized protein	SORBI_3004G024400
A0A1Z5RKK3	Uncharacterized protein	SORBI_3004G022600
A0A1Z5RKK5	Uncharacterized protein	SORBI_3004G024350
A0A1Z5RKK6	Uncharacterized protein	SORBI_3004G008700
A0A1Z5RKK7	Uncharacterized protein	SORBI_3004G024400
A0A1Z5RKK8	CCHC-type domain-containing protein	SORBI_3005G211600
A0A1Z5RKK9	Uncharacterized protein	SORBI_3004G026600
A0A1Z5RKL1	F-box domain-containing protein	SORBI_3005G198600
A0A1Z5RKL2	Uncharacterized protein	SORBI_3004G023733
A0A1Z5RKL5	Uncharacterized protein	SORBI_3005G230800
A0A1Z5RKL7	Uncharacterized protein	SORBI_3005G213950
A0A1Z5RKL8	UBC core domain-containing protein	SORBI_3004G026900
A0A1Z5RKL9	Uncharacterized protein	SORBI_3004G028700
A0A1Z5RKM2	Uncharacterized protein	SORBI_3004G029601
A0A1Z5RKM5	Protein kinase domain-containing protein	SORBI_3004G028600
A0A1Z5RKM6	Uncharacterized protein	SORBI_3005G216500
A0A1Z5RKM7	F-box domain-containing protein	SORBI_3005G201600
A0A1Z5RKM8	DUF1995 domain-containing protein	SORBI_3004G027600
A0A1Z5RKM9	Uncharacterized protein	SORBI_3004G030200
A0A1Z5RKN0	Uncharacterized protein	SORBI_3005G231100
A0A1Z5RKN1	Uncharacterized protein	SORBI_3004G028700
A0A1Z5RKN4	Uncharacterized protein	SORBI_3004G031300
A0A1Z5RKN5	Uncharacterized protein	SORBI_3004G030200
A0A1Z5RKN6	Uncharacterized protein	SORBI_3005G217700
A0A1Z5RKN7	Uncharacterized protein	SORBI_3005G203400
A0A1Z5RKN8	Glyco_hydro_3_C domain-containing protein	SORBI_3004G029450
A0A1Z5RKN9	Uncharacterized protein	SORBI_3004G030400
A0A1Z5RKP0	Uncharacterized protein	SORBI_3004G031501
A0A1Z5RKP2	Uncharacterized protein	SORBI_3004G017950
A0A1Z5RKP3	CRAL-TRIO domain-containing protein	SORBI_3004G031900
A0A1Z5RKP4	RING-CH-type domain-containing protein	SORBI_3004G000300
A0A1Z5RKP5	Uncharacterized protein	SORBI_3005G218600
A0A1Z5RKP6	Uncharacterized protein	SORBI_3004G031300
A0A1Z5RKP7	Uncharacterized protein	SORBI_3005G205150
A0A1Z5RKP8	Uncharacterized protein	SORBI_3004G005700
A0A1Z5RKP9	Uncharacterized protein	SORBI_3004G031600
A0A1Z5RKQ0	Uncharacterized protein	SORBI_3004G033300
A0A1Z5RKQ1	Uncharacterized protein	SORBI_3004G030750
A0A1Z5RKQ2	Uncharacterized protein	SORBI_3004G019800
A0A1Z5RKQ3	Uncharacterized protein	SORBI_3004G034200
A0A1Z5RKQ4	WAT1-related protein	SORBI_3004G002901
A0A1Z5RKQ5	Uncharacterized protein	SORBI_3004G032100
A0A1Z5RKQ6	Uncharacterized protein	SORBI_3005G220250
A0A1Z5RKQ7	Protein kinase domain-containing protein	SORBI_3005G207000
A0A1Z5RKQ9	Uncharacterized protein	SORBI_3004G033400
A0A1Z5RKR0	CRAL-TRIO domain-containing protein	SORBI_3004G031900
A0A1Z5RKR3	Uncharacterized protein	SORBI_3004G022432
A0A1Z5RKR4	SBP-type domain-containing protein	SORBI_3004G036900
A0A1Z5RKR6	Uncharacterized protein	SORBI_3005G221550
A0A1Z5RKR9	Uncharacterized protein	SORBI_3004G033700
A0A1Z5RKS1	Uncharacterized protein	SORBI_3004G005900
A0A1Z5RKS3	Uncharacterized protein	SORBI_3004G023600
A0A1Z5RKS5	Uncharacterized protein	SORBI_3005G223600
A0A1Z5RKS8	Uncharacterized protein	SORBI_3004G006400
A0A1Z5RKS9	Uncharacterized protein	SORBI_3004G038400
A0A1Z5RKT0	Uncharacterized protein	SORBI_3004G007850
A0A1Z5RKT3	Putative_PNPOx domain-containing protein	SORBI_3004G040600
A0A1Z5RKT4	Uncharacterized protein	SORBI_3004G035750
A0A1Z5RKT5	DUF5311 domain-containing protein	SORBI_3004G038100
A0A1Z5RKT6	DUF1618 domain-containing protein	SORBI_3005G225500
A0A1Z5RKT7	Uncharacterized protein	SORBI_3004G038850
A0A1Z5RKT8	Uncharacterized protein	SORBI_3004G007300
A0A1Z5RKT9	Uncharacterized protein	SORBI_3004G040700
A0A1Z5RKU1	Uncharacterized protein	SORBI_3005G211750
A0A1Z5RKU2	Uncharacterized protein	SORBI_3004G027400
A0A1Z5RKU3	Uncharacterized protein	SORBI_3004G042501
A0A1Z5RKU6	Uncharacterized protein	SORBI_3004G037401
A0A1Z5RKU7	C2H2-type domain-containing protein	SORBI_3004G040800
A0A1Z5RKU8	Tify domain-containing protein	SORBI_3004G042501
A0A1Z5RKU9	NOP5NT domain-containing protein	SORBI_3004G008000
A0A1Z5RKV0	Uncharacterized protein	SORBI_3004G012250
A0A1Z5RKV1	LRRNT_2 domain-containing protein	SORBI_3005G214150
A0A1Z5RKV2	Uncharacterized protein	SORBI_3004G029400
A0A1Z5RKV3	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RKV5	Tify domain-containing protein	SORBI_3004G042501
A0A1Z5RKV6	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RKV7	Uncharacterized protein	SORBI_3004G010101
A0A1Z5RKV8	Tify domain-containing protein	SORBI_3004G042501
A0A1Z5RKV9	Uncharacterized protein	SORBI_3004G030700
A0A1Z5RKW0	Uncharacterized protein	SORBI_3004G014500
A0A1Z5RKW3	Uncharacterized protein	SORBI_3004G044250
A0A1Z5RKW4	Pyr_redox_2 domain-containing protein	SORBI_3004G041900
A0A1Z5RKW6	DUF3456 domain-containing protein	SORBI_3004G013000
A0A1Z5RKW7	Uncharacterized protein	SORBI_3004G043101
A0A1Z5RKW9	LRRNT_2 domain-containing protein	SORBI_3004G045000
A0A1Z5RKX0	Uncharacterized protein	SORBI_3004G045632
A0A1Z5RKX3	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RKX4	Uncharacterized protein	SORBI_3005G217766
A0A1Z5RKX6	Uncharacterized protein	SORBI_3004G015050
A0A1Z5RKX7	Uncharacterized protein	SORBI_3004G045566
A0A1Z5RKX8	Uncharacterized protein	SORBI_3004G046001
A0A1Z5RKX9	Uncharacterized protein	SORBI_3004G033700
A0A1Z5RKY0	Uncharacterized protein	SORBI_3004G047001
A0A1Z5RKY1	Uncharacterized protein	SORBI_3004G044100
A0A1Z5RKY2	LRRNT_2 domain-containing protein	SORBI_3004G045800
A0A1Z5RKY3	Uncharacterized protein	SORBI_3004G018150
A0A1Z5RKY5	Sulfotransferase, EC 2.8.2.-	SORBI_3004G046200
A0A1Z5RKY8	Uncharacterized protein	SORBI_3005G230500
A0A1Z5RKY9	Uncharacterized protein	SORBI_3004G045632
A0A1Z5RKZ0	Polysacc_synt_4 domain-containing protein	SORBI_3004G047600
A0A1Z5RKZ1	Uncharacterized protein	SORBI_3004G035601
A0A1Z5RKZ2	Uncharacterized protein	SORBI_3004G047100
A0A1Z5RKZ3	Uncharacterized protein	SORBI_3004G020401
A0A1Z5RKZ4	Uncharacterized protein	SORBI_3005G220560
A0A1Z5RKZ8	Uncharacterized protein	SORBI_3004G047900
A0A1Z5RKZ9	Uncharacterized protein	SORBI_3004G018700
A0A1Z5RL00	Uncharacterized protein	SORBI_3004G050900
A0A1Z5RL01	F-box domain-containing protein	SORBI_3004G050800
A0A1Z5RL02	Uncharacterized protein	SORBI_3004G046850
A0A1Z5RL03	Uncharacterized protein	SORBI_3004G022850
A0A1Z5RL04	Uncharacterized protein	SORBI_3004G040050
A0A1Z5RL05	Uncharacterized protein	SORBI_3004G001200
A0A1Z5RL08	Uncharacterized protein	SORBI_3004G053400
A0A1Z5RL10	Uncharacterized protein	SORBI_3005G221550
A0A1Z5RL11	Uncharacterized protein	SORBI_3004G053100
A0A1Z5RL12	Uncharacterized protein	SORBI_3004G023766
A0A1Z5RL13	Uncharacterized protein	SORBI_3004G048900
A0A1Z5RL15	Uncharacterized protein	SORBI_3004G022950
A0A1Z5RL16	PPR_long domain-containing protein	SORBI_3004G055600
A0A1Z5RL17	Uncharacterized protein	SORBI_3004G053600
A0A1Z5RL18	CaM_binding domain-containing protein	SORBI_3004G041800
A0A1Z5RL19	RING-type domain-containing protein	SORBI_3004G057000
A0A1Z5RL21	Uncharacterized protein	SORBI_3005G223925
A0A1Z5RL24	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RL26	K-box domain-containing protein	SORBI_3004G057500
A0A1Z5RL27	Uncharacterized protein	SORBI_3004G024300
A0A1Z5RL30	Uncharacterized protein	SORBI_3004G027700
A0A1Z5RL32	Uncharacterized protein	SORBI_3005G225700
A0A1Z5RL33	Uncharacterized protein	SORBI_3004G053800
A0A1Z5RL35	Uncharacterized protein	SORBI_3004G025600
A0A1Z5RL36	Uncharacterized protein	SORBI_3004G006100
A0A1Z5RL37	K-box domain-containing protein	SORBI_3004G057500
A0A1Z5RL38	Uncharacterized protein	SORBI_3004G058300
A0A1Z5RL39	FLZ-type domain-containing protein	SORBI_3004G059600
A0A1Z5RL40	Uncharacterized protein	SORBI_3004G029550
A0A1Z5RL41	VQ domain-containing protein	SORBI_3004G058000
A0A1Z5RL43	Uncharacterized protein	SORBI_3004G056350
A0A1Z5RL44	PUA domain-containing protein	SORBI_3004G058400
A0A1Z5RL46	F-box domain-containing protein	SORBI_3004G006900
A0A1Z5RL47	Uncharacterized protein	SORBI_3004G061701
A0A1Z5RL48	Uncharacterized protein	SORBI_3004G031001
A0A1Z5RL49	BZIP domain-containing protein	SORBI_3004G059900
A0A1Z5RL54	F-box domain-containing protein	SORBI_3004G046700
A0A1Z5RL55	CCT domain-containing protein	SORBI_3004G007400
A0A1Z5RL58	CRAL-TRIO domain-containing protein	SORBI_3004G031900
A0A1Z5RL61	SBP-type domain-containing protein	SORBI_3004G062100
A0A1Z5RL62	Uncharacterized protein	SORBI_3004G062200
A0A1Z5RL65	Uncharacterized protein	SORBI_3004G048900
A0A1Z5RL66	Uncharacterized protein	SORBI_3004G062200
A0A1Z5RL67	CUE domain-containing protein	SORBI_3004G033800
A0A1Z5RL68	Uncharacterized protein	SORBI_3004G067050
A0A1Z5RL69	Uncharacterized protein	SORBI_3004G031300
A0A1Z5RL74	Uncharacterized protein	SORBI_3004G065650
A0A1Z5RL75	Uncharacterized protein	SORBI_3004G011201
A0A1Z5RL76	HTH myb-type domain-containing protein	SORBI_3004G036500
A0A1Z5RL77	F-box domain-containing protein	SORBI_3004G069100
A0A1Z5RL78	CRAL-TRIO domain-containing protein	SORBI_3004G031900
A0A1Z5RL79	HD domain-containing protein	SORBI_3004G064300
A0A1Z5RL80	AP complex subunit sigma	SORBI_3004G067300
A0A1Z5RL81	Uncharacterized protein	SORBI_3004G067500
A0A1Z5RL82	Uncharacterized protein	SORBI_3005G230700
A0A1Z5RL83	Uncharacterized protein	SORBI_3004G067600
A0A1Z5RL86	Uncharacterized protein	SORBI_3004G037500
A0A1Z5RL89	Uncharacterized protein	SORBI_3004G066401
A0A1Z5RL91	Uncharacterized protein	SORBI_3005G231800
A0A1Z5RL93	Uncharacterized protein	SORBI_3004G016250
A0A1Z5RL94	SLT domain-containing protein	SORBI_3004G056300
A0A1Z5RL96	Uncharacterized protein	SORBI_3004G040350
A0A1Z5RL97	Uncharacterized protein	SORBI_3004G071750
A0A1Z5RL99	Uncharacterized protein	SORBI_3004G070100
A0A1Z5RLA1	Uncharacterized protein	SORBI_3004G002000
A0A1Z5RLA2	Uncharacterized protein	SORBI_3004G017200
A0A1Z5RLA3	Uncharacterized protein	SORBI_3004G057900
A0A1Z5RLA4	Lactamase_B domain-containing protein	SORBI_3004G070200
A0A1Z5RLA5	Myb-like domain-containing protein	SORBI_3004G070400
A0A1Z5RLA6	Uncharacterized protein	SORBI_3004G038000
A0A1Z5RLA7	Uncharacterized protein	SORBI_3004G069850
A0A1Z5RLA8	Uncharacterized protein	SORBI_3004G073232
A0A1Z5RLA9	Uncharacterized protein	SORBI_3004G071850
A0A1Z5RLB0	WAT1-related protein	SORBI_3004G003300
A0A1Z5RLB2	Uncharacterized protein	SORBI_3004G019800
A0A1Z5RLB3	TAFII55_N domain-containing protein	SORBI_3004G059400
A0A1Z5RLB4	Uncharacterized protein	SORBI_3004G072100
A0A1Z5RLB5	Uncharacterized protein	SORBI_3004G072201
A0A1Z5RLB6	Uncharacterized protein	SORBI_3004G075351
A0A1Z5RLB7	Uncharacterized protein	SORBI_3004G040600
A0A1Z5RLB9	Tr-type G domain-containing protein	SORBI_3004G071401
A0A1Z5RLC0	Uncharacterized protein	SORBI_3004G073500
A0A1Z5RLC1	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RLC8	Uncharacterized protein	SORBI_3004G072950
A0A1Z5RLC9	Uncharacterized protein	SORBI_3004G042501
A0A1Z5RLD0	Glyco_trans_2-like domain-containing protein	SORBI_3004G075900
A0A1Z5RLD1	Uncharacterized protein	SORBI_3004G044100
A0A1Z5RLD3	F-box domain-containing protein	SORBI_3004G006900
A0A1Z5RLD4	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RLD5	RING-type domain-containing protein	SORBI_3004G063750
A0A1Z5RLD8	Uncharacterized protein	SORBI_3004G080000
A0A1Z5RLD9	Uncharacterized protein	SORBI_3004G076300
A0A1Z5RLE0	Uncharacterized protein	SORBI_3004G024400
A0A1Z5RLE2	Uncharacterized protein	SORBI_3004G075250
A0A1Z5RLE3	CCT domain-containing protein	SORBI_3004G007400
A0A1Z5RLE4	Uncharacterized protein	SORBI_3004G044401
A0A1Z5RLE5	F-box domain-containing protein	SORBI_3004G066100
A0A1Z5RLE6	Uncharacterized protein	SORBI_3004G080350
A0A1Z5RLE7	Uncharacterized protein	SORBI_3004G078800
A0A1Z5RLE8	Uncharacterized protein	SORBI_3004G078750
A0A1Z5RLE9	Uncharacterized protein	SORBI_3004G081900
A0A1Z5RLF0	Uncharacterized protein	SORBI_3004G045632
A0A1Z5RLF1	Uncharacterized protein	SORBI_3004G080600
A0A1Z5RLF4	Uncharacterized protein	SORBI_3004G082000
A0A1Z5RLF5	DUF1618 domain-containing protein	SORBI_3004G046900
A0A1Z5RLF6	Uncharacterized protein	SORBI_3004G068350
A0A1Z5RLF7	Uncharacterized protein	SORBI_3004G076900
A0A1Z5RLG0	F-box domain-containing protein	SORBI_3004G011433
A0A1Z5RLG4	Uncharacterized protein	SORBI_3004G079500
A0A1Z5RLG5	Uncharacterized protein	SORBI_3004G028966
A0A1Z5RLG6	Uncharacterized protein	SORBI_3004G084700
A0A1Z5RLG7	NB-ARC domain-containing protein	SORBI_3004G082151
A0A1Z5RLG8	Ribosomal_L12 domain-containing protein	SORBI_3004G082101
A0A1Z5RLH2	Uncharacterized protein	SORBI_3004G052401
A0A1Z5RLH3	Uncharacterized protein	SORBI_3004G050400
A0A1Z5RLH4	Uncharacterized protein	SORBI_3004G086150
A0A1Z5RLH5	Uncharacterized protein	SORBI_3004G081501
A0A1Z5RLH6	Uncharacterized protein	SORBI_3004G030501
A0A1Z5RLH7	Uncharacterized protein	SORBI_3004G084700
A0A1Z5RLH8	Uncharacterized protein	SORBI_3004G084700
A0A1Z5RLH9	Uncharacterized protein	SORBI_3004G052700
A0A1Z5RLI0	Uncharacterized protein	SORBI_3004G016300
A0A1Z5RLI2	Uncharacterized protein	SORBI_3004G072900
A0A1Z5RLI3	Uncharacterized protein	SORBI_3004G087366
A0A1Z5RLI4	Uncharacterized protein	SORBI_3004G031600
A0A1Z5RLI5	PPIase cyclophilin-type domain-containing protein	SORBI_3004G086200
A0A1Z5RLI9	Uncharacterized protein	SORBI_3004G055000
A0A1Z5RLJ1	Uncharacterized protein	SORBI_3004G033650
A0A1Z5RLJ2	NB-ARC domain-containing protein	SORBI_3004G085900
A0A1Z5RLJ8	zf-RVT domain-containing protein	SORBI_3004G087750
A0A1Z5RLK1	Uncharacterized protein	SORBI_3004G087200
A0A1Z5RLK3	Uncharacterized protein	SORBI_3004G034800
A0A1Z5RLK5	Uncharacterized protein	SORBI_3004G090400
A0A1Z5RLK7	Uncharacterized protein	SORBI_3004G076850
A0A1Z5RLK9	Uncharacterized protein	SORBI_3004G057900
A0A1Z5RLL0	FLZ-type domain-containing protein	SORBI_3004G059600
A0A1Z5RLL1	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RLL3	Uncharacterized protein	SORBI_3004G022366
A0A1Z5RLL5	Uncharacterized protein	SORBI_3004G091401
A0A1Z5RLL6	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RLL9	BZIP domain-containing protein	SORBI_3004G059900
A0A1Z5RLM2	Uncharacterized protein	SORBI_3004G089901
A0A1Z5RLM3	BHLH domain-containing protein	SORBI_3004G094600
A0A1Z5RLM4	Uncharacterized protein	SORBI_3004G061701
A0A1Z5RLM5	Uncharacterized protein	SORBI_3004G081201
A0A1Z5RLM6	BHLH domain-containing protein	SORBI_3004G094600
A0A1Z5RLM7	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RLM8	Uncharacterized protein	SORBI_3004G093100
A0A1Z5RLN0	Uncharacterized protein	SORBI_3004G041000
A0A1Z5RLN2	Tub domain-containing protein	SORBI_3004G064700
A0A1Z5RLN4	zf-RVT domain-containing protein	SORBI_3004G092950
A0A1Z5RLN5	Uncharacterized protein	SORBI_3004G083250
A0A1Z5RLN6	Uncharacterized protein	SORBI_3004G094900
A0A1Z5RLN7	Uncharacterized protein	SORBI_3004G096801
A0A1Z5RLP1	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RLP2	C2H2-type domain-containing protein	SORBI_3004G066700
A0A1Z5RLP3	Uncharacterized protein	SORBI_3004G099750
A0A1Z5RLP4	Uncharacterized protein	SORBI_3004G085800
A0A1Z5RLP6	Uncharacterized protein	SORBI_3004G098000
A0A1Z5RLP7	Uncharacterized protein	SORBI_3004G027150
A0A1Z5RLP8	Uncharacterized protein	SORBI_3004G098000
A0A1Z5RLP9	Uncharacterized protein	SORBI_3004G067100
A0A1Z5RLQ0	Uncharacterized protein	SORBI_3004G068750
A0A1Z5RLQ1	Uncharacterized protein	SORBI_3004G102750
A0A1Z5RLQ2	Uncharacterized protein	SORBI_3004G043200
A0A1Z5RLQ3	Uncharacterized protein	SORBI_3004G096200
A0A1Z5RLQ4	Uncharacterized protein	SORBI_3004G101100
A0A1Z5RLQ5	Uncharacterized protein	SORBI_3004G087050
A0A1Z5RLQ6	Auxin_resp domain-containing protein	SORBI_3004G102301
A0A1Z5RLQ7	Uncharacterized protein	SORBI_3004G100100
A0A1Z5RLQ8	Uncharacterized protein	SORBI_3004G029032
A0A1Z5RLR0	LRRNT_2 domain-containing protein	SORBI_3004G045700
A0A1Z5RLR1	Uncharacterized protein	SORBI_3004G070150
A0A1Z5RLR2	Uncharacterized protein	SORBI_3004G105901
A0A1Z5RLR3	Uncharacterized protein	SORBI_3004G102950
A0A1Z5RLR4	Uncharacterized protein	SORBI_3004G099050
A0A1Z5RLR6	Uncharacterized protein	SORBI_3004G105001
A0A1Z5RLR7	Uncharacterized protein	SORBI_3004G030600
A0A1Z5RLR8	Uncharacterized protein	SORBI_3004G102900
A0A1Z5RLS0	Uncharacterized protein	SORBI_3004G071650
A0A1Z5RLS2	Uncharacterized protein	SORBI_3004G108001
A0A1Z5RLS5	Uncharacterized protein	SORBI_3004G089450
A0A1Z5RLS6	Malectin domain-containing protein	SORBI_3004G102100
A0A1Z5RLS7	Uncharacterized protein	SORBI_3004G106250
A0A1Z5RLS8	Uncharacterized protein	SORBI_3004G071800
A0A1Z5RLT0	Uncharacterized protein	SORBI_3004G111650
A0A1Z5RLT1	Uncharacterized protein	SORBI_3004G073166
A0A1Z5RLT3	Protein kinase domain-containing protein	SORBI_3004G111400
A0A1Z5RLT4	Uncharacterized protein	SORBI_3004G033700
A0A1Z5RLT6	Uncharacterized protein	SORBI_3004G108501
A0A1Z5RLT7	Ribosomal_L16 domain-containing protein	SORBI_3004G103700
A0A1Z5RLT8	Uncharacterized protein	SORBI_3004G073500
A0A1Z5RLT9	HMA domain-containing protein	SORBI_3004G108300
A0A1Z5RLU0	Uncharacterized protein	SORBI_3004G075301
A0A1Z5RLU1	Uncharacterized protein	SORBI_3004G113500
A0A1Z5RLU2	Uncharacterized protein	SORBI_3004G051166
A0A1Z5RLU4	Uncharacterized protein	SORBI_3004G094150
A0A1Z5RLU8	Uncharacterized protein	SORBI_3004G077200
A0A1Z5RLU9	Uncharacterized protein	SORBI_3004G096100
A0A1Z5RLV0	Uncharacterized protein	SORBI_3004G111700
A0A1Z5RLV1	Uncharacterized protein	SORBI_3004G075550
A0A1Z5RLV3	Uncharacterized protein	SORBI_3004G114600
A0A1Z5RLV6	Uncharacterized protein	SORBI_3004G114300
A0A1Z5RLV7	Uncharacterized protein	SORBI_3004G111000
A0A1Z5RLV9	Uncharacterized protein	SORBI_3004G115350
A0A1Z5RLW0	Uncharacterized protein	SORBI_3004G098650
A0A1Z5RLW1	NAM-associated domain-containing protein	SORBI_3004G055901
A0A1Z5RLW4	Uncharacterized protein	SORBI_3004G112600
A0A1Z5RLW6	BAG domain-containing protein	SORBI_3004G116300
A0A1Z5RLW8	Uncharacterized protein	SORBI_3004G081701
A0A1Z5RLW9	Uncharacterized protein	SORBI_3004G041300
A0A1Z5RLX0	Uncharacterized protein	SORBI_3004G080350
A0A1Z5RLX1	Uncharacterized protein	SORBI_3004G117850
A0A1Z5RLX3	Uncharacterized protein	SORBI_3004G116800
A0A1Z5RLX5	Uncharacterized protein	SORBI_3004G117466
A0A1Z5RLX6	Uncharacterized protein	SORBI_3004G101700
A0A1Z5RLX9	Uncharacterized protein	SORBI_3004G116500
A0A1Z5RLY0	Uncharacterized protein	SORBI_3004G118600
A0A1Z5RLY1	Uncharacterized protein	SORBI_3004G043001
A0A1Z5RLY2	Uncharacterized protein	SORBI_3004G118300
A0A1Z5RLY4	Uncharacterized protein	SORBI_3004G117900
A0A1Z5RLY7	Ribosomal_L12 domain-containing protein	SORBI_3004G082050
A0A1Z5RLY8	Uncharacterized protein	SORBI_3004G115950
A0A1Z5RLZ1	Uncharacterized protein	SORBI_3004G117900
A0A1Z5RLZ2	Sterile domain-containing protein	SORBI_3004G060766
A0A1Z5RLZ3	tRNA(Ile)-lysidine synthetase, EC 6.3.4.19	SORBI_3004G119400
A0A1Z5RLZ5	Uncharacterized protein	SORBI_3004G107000
A0A1Z5RLZ6	Uncharacterized protein	SORBI_3004G087300
A0A1Z5RLZ7	Uncharacterized protein	SORBI_3004G117200
A0A1Z5RLZ8	Uncharacterized protein	SORBI_3004G084700
A0A1Z5RLZ9	Uncharacterized protein	SORBI_3004G045632
A0A1Z5RM00	Uncharacterized protein	SORBI_3004G120733
A0A1Z5RM01	Uncharacterized protein	SORBI_3004G118900
A0A1Z5RM02	F-box domain-containing protein	SORBI_3004G062600
A0A1Z5RM04	Uncharacterized protein	SORBI_3004G109750
A0A1Z5RM06	Uncharacterized protein	SORBI_3004G088551
A0A1Z5RM07	Uncharacterized protein	SORBI_3004G086150
A0A1Z5RM10	Reticulon-like protein	SORBI_3004G118200
A0A1Z5RM12	Uncharacterized protein	SORBI_3004G065850
A0A1Z5RM14	Uncharacterized protein	SORBI_3004G089801
A0A1Z5RM15	PRONE domain-containing protein	SORBI_3004G123100
A0A1Z5RM18	Isochorismatase domain-containing protein	SORBI_3004G125700
A0A1Z5RM19	Uncharacterized protein	SORBI_3004G048201
A0A1Z5RM20	Uncharacterized protein	SORBI_3004G120866
A0A1Z5RM24	Uncharacterized protein	SORBI_3004G114000
A0A1Z5RM27	Uncharacterized protein	SORBI_3004G051401
A0A1Z5RM31	Uncharacterized protein	SORBI_3004G120233
