Uniprot_arabadopsis	Uniprot_arabadopsis	AlphaFold_arabadopsis	AlphaFold_arabadopsis	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9FIL3	Q9FHC3	AF-Q9FIL3-F1-model_v3	AF-Q9FHC3-F1-model_v3	NA	NA	9.22e-12	332.20	4.095E-24	927	gold
Q9FIQ3	Q9M8T3	AF-Q9FIQ3-F1-model_v3	AF-Q9M8T3-F1-model_v3	NA	NA	0.00e+00	467.23	1.977E-22	930	gold
Q9FIX8	Q9C710	AF-Q9FIX8-F1-model_v3	AF-Q9C710-F1-model_v3	NA	NA	8.92e-08	817.78	1.091E-55	2021	gold
Q9FJ17	Q8VXU6	AF-Q9FJ17-F1-model_v3	AF-Q8VXU6-F1-model_v3	NA	NA	6.88e-08	443.30	1.068E-24	906	gold
Q9FJ81	Q6NQK9	AF-Q9FJ81-F1-model_v3	AF-Q6NQK9-F1-model_v3	NA	NA	1.02e-06	419.77	4.582E-12	543	gold
Q9FJD4	Q0WML1	AF-Q9FJD4-F1-model_v3	AF-Q0WML1-F1-model_v3	NA	NA	0.00e+00	1822.12	4.315E-48	3161	gold
Q9FJD7	A0A1P8BEI6	AF-Q9FJD7-F1-model_v3	AF-A0A1P8BEI6-F1-model_v3	NA	NA	1.64e-08	289.93	2.096E-14	653	gold
Q9FJM0	Q0WTB4	AF-Q9FJM0-F1-model_v3	AF-Q0WTB4-F1-model_v3	NA	NA	4.31e-06	822.09	8.445E-29	1211	gold
Q9FJX2	P51414	AF-Q9FJX2-F1-model_v3	AF-P51414-F1-model_v3	NA	NA	0.00e+00	431.69	4.447E-28	1052	gold
Q9FK46	Q6NNK6	AF-Q9FK46-F1-model_v3	AF-Q6NNK6-F1-model_v3	NA	NA	2.83e-08	282.77	1.710E-13	513	gold
Q9FK53	Q8VZT0	AF-Q9FK53-F1-model_v3	AF-Q8VZT0-F1-model_v3	NA	NA	1.86e-07	367.82	1.652E-21	919	gold
Q9FK78	Q8GX72	AF-Q9FK78-F1-model_v3	AF-Q8GX72-F1-model_v3	NA	NA	5.22e-03	147.72	3.777E-08	307	gold
Q9FKN6	O22281	AF-Q9FKN6-F1-model_v3	AF-O22281-F1-model_v3	NA	NA	0.00e+00	1099.95	3.557E-56	2120	gold
Q9FKQ9	F4J6N7	AF-Q9FKQ9-F1-model_v3	AF-F4J6N7-F1-model_v3	NA	NA	4.14e-02	135.55	1.806E-04	182	gold
Q9FKU4	Q2HIG7	AF-Q9FKU4-F1-model_v3	AF-Q2HIG7-F1-model_v3	NA	NA	1.05e-10	495.91	1.432E-23	1006	gold
Q9FKV6	P56820	AF-Q9FKV6-F1-model_v3	AF-P56820-F1-model_v3	NA	NA	0.00e+00	1574.44	2.978E-98	4101	gold
Q9FKZ4	F4JPA3	AF-Q9FKZ4-F1-model_v3	AF-F4JPA3-F1-model_v3	NA	NA	7.53e-14	588.91	1.810E-26	1097	gold
Q9FL05	F4KHB6	AF-Q9FL05-F1-model_v3	AF-F4KHB6-F1-model_v3	NA	NA	0.00e+00	1305.97	1.239E-65	3356	gold
Q9FL72	O81838	AF-Q9FL72-F1-model_v3	AF-O81838-F1-model_v3	NA	NA	0.00e+00	797.00	9.973E-53	2145	gold
Q9FL84	Q8LD48	AF-Q9FL84-F1-model_v3	AF-Q8LD48-F1-model_v3	NA	NA	4.20e-05	179.12	2.343E-04	188	gold
Q9FLF3	P25873	AF-Q9FLF3-F1-model_v3	AF-P25873-F1-model_v3	NA	NA	1.48e-05	378.27	9.076E-13	499	gold
Q9FLH2	F4IWV2	AF-Q9FLH2-F1-model_v3	AF-F4IWV2-F1-model_v3	NA	NA	0.00e+00	2845.16	0.000E+00	7839	gold
Q9FLL8	Q949N7	AF-Q9FLL8-F1-model_v3	AF-Q949N7-F1-model_v3	NA	NA	1.44e-05	990.81	2.780E-60	2611	gold
Q9FLM8	Q9C8M4	AF-Q9FLM8-F1-model_v3	AF-Q9C8M4-F1-model_v3	NA	NA	1.38e-05	119.93	2.545E-05	236	gold
Q9FLP3	Q8LB47	AF-Q9FLP3-F1-model_v3	AF-Q8LB47-F1-model_v3	NA	NA	4.65e-08	652.89	9.351E-32	1183	gold
Q9FLP9	Q8RWE8	AF-Q9FLP9-F1-model_v3	AF-Q8RWE8-F1-model_v3	NA	NA	0.00e+00	1119.13	5.585E-70	2935	gold
Q9FLQ4	Q8H107	AF-Q9FLQ4-F1-model_v3	AF-Q8H107-F1-model_v3	NA	NA	0.00e+00	1169.51	9.478E-77	2978	gold
Q9FLT0	Q8VZG7	AF-Q9FLT0-F1-model_v3	AF-Q8VZG7-F1-model_v3	NA	NA	0.00e+00	2725.37	0.000E+00	7661	gold
Q9FLU0	O22947	AF-Q9FLU0-F1-model_v3	AF-O22947-F1-model_v3	NA	NA	7.96e-07	276.31	3.645E-14	508	gold
Q9FLX7	F4JKF9	AF-Q9FLX7-F1-model_v3	AF-F4JKF9-F1-model_v3	NA	NA	1.38e-06	255.85	2.440E-06	307	gold
Q9FM11	Q0WW53	AF-Q9FM11-F1-model_v3	AF-Q0WW53-F1-model_v3	NA	NA	0.00e+00	467.64	1.483E-13	559	gold
Q9FM27	Q8VZP2	AF-Q9FM27-F1-model_v3	AF-Q8VZP2-F1-model_v3	NA	NA	2.22e-16	664.83	1.123E-29	1259	gold
Q9FM60	F4HPN4	AF-Q9FM60-F1-model_v3	AF-F4HPN4-F1-model_v3	NA	NA	1.74e-02	176.59	2.010E-13	501	gold
Q9FM67	O82251	AF-Q9FM67-F1-model_v3	AF-O82251-F1-model_v3	NA	NA	1.60e-13	514.12	3.193E-12	666	gold
Q9FMI8	Q3E983	AF-Q9FMI8-F1-model_v3	AF-Q3E983-F1-model_v3	NA	NA	3.66e-15	762.94	9.209E-22	1251	gold
Q9FMJ3	A0A1I9LRJ3	AF-Q9FMJ3-F1-model_v3	AF-A0A1I9LRJ3-F1-model_v3	NA	NA	6.28e-05	343.70	6.804E-08	324	gold
Q9FMN8	Q9FF50	AF-Q9FMN8-F1-model_v3	AF-Q9FF50-F1-model_v3	NA	NA	5.92e-05	654.60	1.549E-23	980	gold
Q9FMP0	Q6NQD9	AF-Q9FMP0-F1-model_v3	AF-Q6NQD9-F1-model_v3	NA	NA	1.21e-08	435.83	6.656E-21	766	gold
Q9FMQ0	O81015	AF-Q9FMQ0-F1-model_v3	AF-O81015-F1-model_v3	NA	NA	1.33e-02	765.57	2.908E-29	1251	gold
Q9FMQ8	F4IFT4	AF-Q9FMQ8-F1-model_v3	AF-F4IFT4-F1-model_v3	NA	NA	6.02e-07	336.98	1.515E-15	679	gold
Q9FMT4	Q147F4	AF-Q9FMT4-F1-model_v3	AF-Q147F4-F1-model_v3	NA	NA	0.00e+00	1145.77	3.971E-62	2530	gold
Q9FMW9	Q93W54	AF-Q9FMW9-F1-model_v3	AF-Q93W54-F1-model_v3	NA	NA	0.00e+00	575.57	2.771E-23	1224	gold
Q9FMY2	F4HTF3	AF-Q9FMY2-F1-model_v3	AF-F4HTF3-F1-model_v3	NA	NA	3.26e-05	231.16	2.776E-05	232	gold
Q9FMZ3	Q9LJ43	AF-Q9FMZ3-F1-model_v3	AF-Q9LJ43-F1-model_v3	NA	NA	3.33e-03	915.82	1.470E-10	499	gold
Q9FN15	B6IDH6	AF-Q9FN15-F1-model_v3	AF-B6IDH6-F1-model_v3	NA	NA	2.42e-08	529.38	2.786E-15	771	gold
Q9FN84	Q84WV5	AF-Q9FN84-F1-model_v3	AF-Q84WV5-F1-model_v3	NA	NA	2.23e-03	317.14	1.290E-06	298	gold
Q9FNA1	Q94JM4	AF-Q9FNA1-F1-model_v3	AF-Q94JM4-F1-model_v3	NA	NA	2.79e-08	528.50	2.751E-14	635	gold
Q9FNB2	Q9C565	AF-Q9FNB2-F1-model_v3	AF-Q9C565-F1-model_v3	NA	NA	7.11e-15	884.15	1.635E-37	1551	gold
Q9FNC9	O64497	AF-Q9FNC9-F1-model_v3	AF-O64497-F1-model_v3	NA	NA	5.03e-08	230.39	5.150E-08	278	gold
Q9FNN8	Q8VZJ5	AF-Q9FNN8-F1-model_v3	AF-Q8VZJ5-F1-model_v3	NA	NA	0.00e+00	1668.51	2.533E-98	4194	gold
Q9FNP4	Q9FF09	AF-Q9FNP4-F1-model_v3	AF-Q9FF09-F1-model_v3	NA	NA	3.90e-12	435.42	3.544E-19	932	gold
Q9FNY8	Q9FNZ5	AF-Q9FNY8-F1-model_v3	AF-Q9FNZ5-F1-model_v3	NA	NA	5.68e-03	203.77	5.786E-05	203	gold
Q9FNZ5	Q9FNY8	AF-Q9FNZ5-F1-model_v3	AF-Q9FNY8-F1-model_v3	NA	NA	5.68e-03	203.77	4.203E-05	210	gold
Q9FPG2	Q6ID99	AF-Q9FPG2-F1-model_v3	AF-Q6ID99-F1-model_v3	NA	NA	0.00e+00	478.11	6.567E-26	1264	gold
Q9FPH3	Q8RXU4	AF-Q9FPH3-F1-model_v3	AF-Q8RXU4-F1-model_v3	NA	NA	0.00e+00	1021.37	4.982E-62	2526	gold
Q9FPR2	O22194	AF-Q9FPR2-F1-model_v3	AF-O22194-F1-model_v3	NA	NA	3.94e-05	347.45	1.775E-08	277	gold
Q9FQ08	Q9FQ09	AF-Q9FQ08-F1-model_v3	AF-Q9FQ09-F1-model_v3	NA	NA	9.21e-08	854.96	1.140E-26	1165	gold
Q9FQ09	Q9FQ08	AF-Q9FQ09-F1-model_v3	AF-Q9FQ08-F1-model_v3	NA	NA	9.21e-08	854.96	7.120E-26	1158	gold
Q9FQ25	Q9FQ24	AF-Q9FQ25-F1-model_v3	AF-Q9FQ24-F1-model_v3	NA	NA	2.42e-10	516.10	1.237E-28	1165	gold
Q9FT88	Q9XGM8	AF-Q9FT88-F1-model_v3	AF-Q9XGM8-F1-model_v3	NA	NA	1.20e-05	514.10	3.373E-11	494	gold
Q9FT93	Q9LTU6	AF-Q9FT93-F1-model_v3	AF-Q9LTU6-F1-model_v3	NA	NA	4.54e-10	473.53	1.435E-11	513	gold
Q9FUG4	Q38861	AF-Q9FUG4-F1-model_v3	AF-Q38861-F1-model_v3	NA	NA	0.00e+00	2062.68	0.000E+00	5828	gold
Q9FUZ2	Q9FV53	AF-Q9FUZ2-F1-model_v3	AF-Q9FV53-F1-model_v3	NA	NA	9.57e-08	473.33	1.177E-14	623	gold
Q9FV53	Q9FUZ2	AF-Q9FV53-F1-model_v3	AF-Q9FUZ2-F1-model_v3	NA	NA	9.57e-08	473.33	9.185E-15	630	gold
Q9FVE0	Q9LY91	AF-Q9FVE0-F1-model_v3	AF-Q9LY91-F1-model_v3	NA	NA	1.49e-04	271.82	7.538E-08	278	gold
Q9FVV6	Q94KD3	AF-Q9FVV6-F1-model_v3	AF-Q94KD3-F1-model_v3	NA	NA	0.00e+00	1933.44	3.818E-75	4259	gold
Q9FVV7	Q9FIJ4	AF-Q9FVV7-F1-model_v3	AF-Q9FIJ4-F1-model_v3	NA	NA	3.84e-12	358.56	3.869E-17	691	gold
Q9FX03	Q84JN2	AF-Q9FX03-F1-model_v3	AF-Q84JN2-F1-model_v3	NA	NA	1.71e-05	525.48	2.336E-24	1061	gold
Q9FX21	Q93ZY3	AF-Q9FX21-F1-model_v3	AF-Q93ZY3-F1-model_v3	NA	NA	0.00e+00	1918.27	2.719E-64	3824	gold
Q9FX64	Q8GYD2	AF-Q9FX64-F1-model_v3	AF-Q8GYD2-F1-model_v3	NA	NA	2.39e-08	455.58	4.298E-05	245	gold
Q9FX82	Q8GYQ9	AF-Q9FX82-F1-model_v3	AF-Q8GYQ9-F1-model_v3	NA	NA	8.34e-06	798.43	1.800E-48	1894	gold
Q9FXC0	Q9C5G6	AF-Q9FXC0-F1-model_v3	AF-Q9C5G6-F1-model_v3	NA	NA	0.00e+00	573.05	1.804E-34	1303	gold
Q9FXD4	Q9FXD1	AF-Q9FXD4-F1-model_v3	AF-Q9FXD1-F1-model_v3	NA	NA	0.00e+00	1714.60	1.457E-62	3777	gold
Q9FXK2	Q9FDZ2	AF-Q9FXK2-F1-model_v3	AF-Q9FDZ2-F1-model_v3	NA	NA	0.00e+00	563.88	1.109E-23	1111	gold
Q9FXK6	Q9FEF7	AF-Q9FXK6-F1-model_v3	AF-Q9FEF7-F1-model_v3	NA	NA	2.44e-05	266.84	3.785E-18	775	gold
Q9FY54	Q94BT0	AF-Q9FY54-F1-model_v3	AF-Q94BT0-F1-model_v3	NA	NA	0.00e+00	2493.99	0.000E+00	6108	gold
Q9FY61	F4KCR0	AF-Q9FY61-F1-model_v3	AF-F4KCR0-F1-model_v3	NA	NA	3.28e-07	1317.67	1.122E-33	1746	gold
Q9FYF9	Q9FK27	AF-Q9FYF9-F1-model_v3	AF-Q9FK27-F1-model_v3	NA	NA	0.00e+00	822.19	5.119E-33	1716	gold
Q9FYK4	Q9C9V8	AF-Q9FYK4-F1-model_v3	AF-Q9C9V8-F1-model_v3	NA	NA	3.95e-03	104.44	1.302E-04	186	gold
Q9FYL3	Q8LBP4	AF-Q9FYL3-F1-model_v3	AF-Q8LBP4-F1-model_v3	NA	NA	1.70e-10	993.74	1.215E-33	1754	gold
Q9FZ93	Q1PDX4	AF-Q9FZ93-F1-model_v3	AF-Q1PDX4-F1-model_v3	NA	NA	5.81e-07	378.34	4.883E-16	662	gold
Q9FZD0	Q93V72	AF-Q9FZD0-F1-model_v3	AF-Q93V72-F1-model_v3	NA	NA	1.85e-07	408.86	1.755E-19	815	gold
Q9FZF1	Q9STY0	AF-Q9FZF1-F1-model_v3	AF-Q9STY0-F1-model_v3	NA	NA	0.00e+00	547.85	1.995E-09	558	gold
Q9LDH1	O80669	AF-Q9LDH1-F1-model_v3	AF-O80669-F1-model_v3	NA	NA	7.20e-03	184.96	1.517E-08	340	gold
Q9LDH9	Q6NPP2	AF-Q9LDH9-F1-model_v3	AF-Q6NPP2-F1-model_v3	NA	NA	1.54e-12	475.78	6.836E-10	506	gold
Q9LDR4	Q9LDU6	AF-Q9LDR4-F1-model_v3	AF-Q9LDU6-F1-model_v3	NA	NA	0.00e+00	982.56	8.687E-22	1172	gold
Q9LDU1	A8MRF9	AF-Q9LDU1-F1-model_v3	AF-A8MRF9-F1-model_v3	NA	NA	4.75e-03	134.24	4.795E-04	171	gold
Q9LDU6	Q9LDR4	AF-Q9LDU6-F1-model_v3	AF-Q9LDR4-F1-model_v3	NA	NA	0.00e+00	982.56	5.585E-22	1209	gold
Q9LE70	F4JJA3	AF-Q9LE70-F1-model_v3	AF-F4JJA3-F1-model_v3	NA	NA	4.90e-13	741.52	1.911E-23	906	gold
Q9LER5	Q8VYQ0	AF-Q9LER5-F1-model_v3	AF-Q8VYQ0-F1-model_v3	NA	NA	6.03e-12	244.72	8.162E-06	272	gold
Q9LES0	O80683	AF-Q9LES0-F1-model_v3	AF-O80683-F1-model_v3	NA	NA	5.91e-04	352.32	2.208E-17	652	gold
Q9LES5	O80813	AF-Q9LES5-F1-model_v3	AF-O80813-F1-model_v3	NA	NA	3.17e-07	355.59	2.182E-09	373	gold
Q9LET2	F4IJX5	AF-Q9LET2-F1-model_v3	AF-F4IJX5-F1-model_v3	NA	NA	0.00e+00	1037.11	1.364E-68	2681	gold
Q9LET3	Q8RXQ2	AF-Q9LET3-F1-model_v3	AF-Q8RXQ2-F1-model_v3	NA	NA	0.00e+00	724.00	1.640E-33	1676	gold
Q9LEY3	Q9FMY4	AF-Q9LEY3-F1-model_v3	AF-Q9FMY4-F1-model_v3	NA	NA	1.33e-03	498.69	1.089E-15	586	gold
Q9LF08	Q9C618	AF-Q9LF08-F1-model_v3	AF-Q9C618-F1-model_v3	NA	NA	7.45e-02	166.94	1.230E-06	265	gold
Q9LF41	Q9SIZ8	AF-Q9LF41-F1-model_v3	AF-Q9SIZ8-F1-model_v3	NA	NA	1.02e-08	1468.35	9.923E-14	989	gold
Q9LF50	F4KH13	AF-Q9LF50-F1-model_v3	AF-F4KH13-F1-model_v3	NA	NA	2.69e-04	478.18	3.488E-16	954	gold
Q9LF65	Q9SUG9	AF-Q9LF65-F1-model_v3	AF-Q9SUG9-F1-model_v3	NA	NA	1.21e-04	284.41	1.712E-04	193	gold
Q9LFE0	Q84VW3	AF-Q9LFE0-F1-model_v3	AF-Q84VW3-F1-model_v3	NA	NA	3.70e-03	367.91	2.059E-09	394	gold
Q9LFT3	F4IAQ0	AF-Q9LFT3-F1-model_v3	AF-F4IAQ0-F1-model_v3	NA	NA	0.00e+00	1738.99	5.528E-90	4205	gold
Q9LFX3	Q5BPZ1	AF-Q9LFX3-F1-model_v3	AF-Q5BPZ1-F1-model_v3	NA	NA	0.00e+00	1386.57	1.760E-45	2649	gold
Q9LG26	Q8W4C3	AF-Q9LG26-F1-model_v3	AF-Q8W4C3-F1-model_v3	NA	NA	7.22e-12	1075.37	1.445E-36	1747	gold
Q9LHA0	Q9FLE6	AF-Q9LHA0-F1-model_v3	AF-Q9FLE6-F1-model_v3	NA	NA	1.49e-05	534.10	4.821E-12	637	gold
Q9LHE8	Q8S8G6	AF-Q9LHE8-F1-model_v3	AF-Q8S8G6-F1-model_v3	NA	NA	5.81e-09	728.73	4.822E-29	1305	gold
Q9LHH1	Q9FY50	AF-Q9LHH1-F1-model_v3	AF-Q9FY50-F1-model_v3	NA	NA	0.00e+00	450.44	2.909E-18	757	gold
Q9LHK9	F4JK17	AF-Q9LHK9-F1-model_v3	AF-F4JK17-F1-model_v3	NA	NA	0.00e+00	1394.43	0.000E+00	4052	gold
Q9LHQ7	Q5HZ60	AF-Q9LHQ7-F1-model_v3	AF-Q5HZ60-F1-model_v3	NA	NA	3.13e-11	572.79	6.481E-24	965	gold
Q9LIG6	Q9C8J2	AF-Q9LIG6-F1-model_v3	AF-Q9C8J2-F1-model_v3	NA	NA	0.00e+00	761.03	6.701E-42	1603	gold
Q9LII1	Q84J78	AF-Q9LII1-F1-model_v3	AF-Q84J78-F1-model_v3	NA	NA	3.56e-08	390.63	6.818E-15	674	gold
Q9LIL4	Q9S7M9	AF-Q9LIL4-F1-model_v3	AF-Q9S7M9-F1-model_v3	NA	NA	1.22e-15	515.50	6.261E-17	736	gold
Q9LIM7	F4IRI1	AF-Q9LIM7-F1-model_v3	AF-F4IRI1-F1-model_v3	NA	NA	0.00e+00	1738.11	4.849E-89	4374	gold
Q9LIQ6	B3H615	AF-Q9LIQ6-F1-model_v3	AF-B3H615-F1-model_v3	NA	NA	1.63e-07	456.05	2.080E-12	498	gold
Q9LJ43	Q9FMZ3	AF-Q9LJ43-F1-model_v3	AF-Q9FMZ3-F1-model_v3	NA	NA	3.33e-03	915.82	2.063E-11	520	gold
Q9LJ47	Q42338	AF-Q9LJ47-F1-model_v3	AF-Q42338-F1-model_v3	NA	NA	5.05e-12	233.59	3.501E-07	304	gold
Q9LJG6	Q94CK6	AF-Q9LJG6-F1-model_v3	AF-Q94CK6-F1-model_v3	NA	NA	8.86e-04	293.06	9.290E-09	331	gold
Q9LJI5	Q9LHA4	AF-Q9LJI5-F1-model_v3	AF-Q9LHA4-F1-model_v3	NA	NA	0.00e+00	980.20	2.149E-44	2547	gold
Q9LJL3	Q8VY06	AF-Q9LJL3-F1-model_v3	AF-Q8VY06-F1-model_v3	NA	NA	0.00e+00	3045.23	0.000E+00	8238	gold
Q9LJQ9	Q94FT1	AF-Q9LJQ9-F1-model_v3	AF-Q94FT1-F1-model_v3	NA	NA	6.23e-11	177.60	6.105E-08	351	gold
Q9LJR0	A0A1P8API0	AF-Q9LJR0-F1-model_v3	AF-A0A1P8API0-F1-model_v3	NA	NA	2.26e-09	362.04	8.073E-14	660	gold
Q9LJV8	Q9FKA5	AF-Q9LJV8-F1-model_v3	AF-Q9FKA5-F1-model_v3	NA	NA	3.76e-02	497.35	5.634E-12	447	gold
Q9LK29	Q9FKS5	AF-Q9LK29-F1-model_v3	AF-Q9FKS5-F1-model_v3	NA	NA	0.00e+00	823.39	7.877E-55	2229	gold
Q9LK36	O23255	AF-Q9LK36-F1-model_v3	AF-O23255-F1-model_v3	NA	NA	0.00e+00	1439.86	1.892E-96	4082	gold
Q9LK77	Q6AWX1	AF-Q9LK77-F1-model_v3	AF-Q6AWX1-F1-model_v3	NA	NA	0.00e+00	1017.97	9.725E-65	2609	gold
Q9LKB2	Q9FFG6	AF-Q9LKB2-F1-model_v3	AF-Q9FFG6-F1-model_v3	NA	NA	0.00e+00	1418.50	3.999E-57	2839	gold
Q9LKW9	Q3YL57	AF-Q9LKW9-F1-model_v3	AF-Q3YL57-F1-model_v3	NA	NA	0.00e+00	2066.45	7.804E-74	4228	gold
Q9LLC1	Q42533	AF-Q9LLC1-F1-model_v3	AF-Q42533-F1-model_v3	NA	NA	1.51e-07	533.29	2.543E-21	944	gold
Q9LM58	F4I8K1	AF-Q9LM58-F1-model_v3	AF-F4I8K1-F1-model_v3	NA	NA	0.00e+00	735.91	8.157E-28	1549	gold
Q9LMH9	O80861	AF-Q9LMH9-F1-model_v3	AF-O80861-F1-model_v3	NA	NA	4.95e-04	438.91	2.860E-06	251	gold
Q9LMP7	O22151	AF-Q9LMP7-F1-model_v3	AF-O22151-F1-model_v3	NA	NA	0.00e+00	574.34	1.525E-10	480	gold
Q9LMR3	Q944B6	AF-Q9LMR3-F1-model_v3	AF-Q944B6-F1-model_v3	NA	NA	2.11e-11	829.42	6.003E-41	1651	gold
Q9LN61	Q9FRK5	AF-Q9LN61-F1-model_v3	AF-Q9FRK5-F1-model_v3	NA	NA	1.40e-14	1438.44	1.289E-79	3574	gold
Q9LNC6	Q9LFL3	AF-Q9LNC6-F1-model_v3	AF-Q9LFL3-F1-model_v3	NA	NA	8.40e-08	772.45	2.471E-21	1135	gold
Q9LNQ6	Q9CAI4	AF-Q9LNQ6-F1-model_v3	AF-Q9CAI4-F1-model_v3	NA	NA	1.23e-03	121.89	6.314E-04	168	gold
Q9LP92	O81469	AF-Q9LP92-F1-model_v3	AF-O81469-F1-model_v3	NA	NA	2.63e-02	594.22	1.784E-39	1388	gold
Q9LPL4	O49286	AF-Q9LPL4-F1-model_v3	AF-O49286-F1-model_v3	NA	NA	0.00e+00	984.60	2.604E-58	2404	gold
Q9LPN5	Q9FMC5	AF-Q9LPN5-F1-model_v3	AF-Q9FMC5-F1-model_v3	NA	NA	0.00e+00	684.68	7.603E-31	1179	gold
Q9LPY3	A0A1P8B4Y6	AF-Q9LPY3-F1-model_v3	AF-A0A1P8B4Y6-F1-model_v3	NA	NA	4.25e-01	201.67	6.427E-09	353	gold
Q9LQ19	F4IC79	AF-Q9LQ19-F1-model_v3	AF-F4IC79-F1-model_v3	NA	NA	0.00e+00	2017.33	5.062E-91	4751	gold
Q9LQ39	A0A1P8AW30	AF-Q9LQ39-F1-model_v3	AF-A0A1P8AW30-F1-model_v3	NA	NA	9.35e-09	196.39	1.827E-12	478	gold
Q9LQ84	Q6DYB5	AF-Q9LQ84-F1-model_v3	AF-Q6DYB5-F1-model_v3	NA	NA	2.54e-06	150.16	3.256E-06	212	gold
Q9LQN3	Q8VZ11	AF-Q9LQN3-F1-model_v3	AF-Q8VZ11-F1-model_v3	NA	NA	2.31e-05	325.72	1.626E-15	591	gold
Q9LQP3	B3H6V9	AF-Q9LQP3-F1-model_v3	AF-B3H6V9-F1-model_v3	NA	NA	1.85e-04	230.49	1.239E-05	224	gold
Q9LQY1	Q9LQY0	AF-Q9LQY1-F1-model_v3	AF-Q9LQY0-F1-model_v3	NA	NA	1.13e-03	232.41	2.743E-12	491	gold
Q9LR35	Q9C863	AF-Q9LR35-F1-model_v3	AF-Q9C863-F1-model_v3	NA	NA	9.53e-03	292.08	1.713E-04	177	gold
Q9LR75	Q93Z96	AF-Q9LR75-F1-model_v3	AF-Q93Z96-F1-model_v3	NA	NA	1.80e-09	556.44	2.962E-29	1332	gold
Q9LRJ5	Q9C9I4	AF-Q9LRJ5-F1-model_v3	AF-Q9C9I4-F1-model_v3	NA	NA	5.43e-06	246.99	9.878E-05	225	gold
Q9LRN6	Q52K82	AF-Q9LRN6-F1-model_v3	AF-Q52K82-F1-model_v3	NA	NA	0.00e+00	483.38	2.101E-14	742	gold
Q9LRN9	O80535	AF-Q9LRN9-F1-model_v3	AF-O80535-F1-model_v3	NA	NA	1.03e-14	430.75	1.148E-10	441	gold
Q9LS09	Q9C9M6	AF-Q9LS09-F1-model_v3	AF-Q9C9M6-F1-model_v3	NA	NA	0.00e+00	528.42	4.555E-30	1355	gold
Q9LS15	Q9C9A0	AF-Q9LS15-F1-model_v3	AF-Q9C9A0-F1-model_v3	NA	NA	5.07e-06	505.19	4.133E-22	906	gold
Q9LS71	Q8W467	AF-Q9LS71-F1-model_v3	AF-Q8W467-F1-model_v3	NA	NA	9.38e-10	562.73	5.051E-28	1108	gold
Q9LSC7	Q8RXN8	AF-Q9LSC7-F1-model_v3	AF-Q8RXN8-F1-model_v3	NA	NA	2.26e-08	587.79	6.686E-31	1143	gold
Q9LSH0	Q8LDS7	AF-Q9LSH0-F1-model_v3	AF-Q8LDS7-F1-model_v3	NA	NA	0.00e+00	383.91	1.034E-15	668	gold
Q9LSW8	Q9C6I6	AF-Q9LSW8-F1-model_v3	AF-Q9C6I6-F1-model_v3	NA	NA	3.75e-07	345.14	9.816E-07	316	gold
Q9LT04	F4IW51	AF-Q9LT04-F1-model_v3	AF-F4IW51-F1-model_v3	NA	NA	0.00e+00	617.68	3.346E-43	1666	gold
Q9LT07	Q6GKX4	AF-Q9LT07-F1-model_v3	AF-Q6GKX4-F1-model_v3	NA	NA	1.18e-12	403.51	1.726E-10	545	gold
Q9LT09	P92959	AF-Q9LT09-F1-model_v3	AF-P92959-F1-model_v3	NA	NA	4.16e-09	279.03	2.642E-09	437	gold
Q9LT29	A0A178WIZ5	AF-Q9LT29-F1-model_v3	AF-A0A178WIZ5-F1-model_v3	NA	NA	1.43e-05	275.32	5.295E-05	249	gold
Q9LT31	F4KCK0	AF-Q9LT31-F1-model_v3	AF-F4KCK0-F1-model_v3	NA	NA	1.44e-14	1001.27	3.133E-40	2251	gold
Q9LTD0	Q9LTC9	AF-Q9LTD0-F1-model_v3	AF-Q9LTC9-F1-model_v3	NA	NA	4.54e-11	503.26	1.401E-10	471	gold
Q9LTD9	O49668	AF-Q9LTD9-F1-model_v3	AF-O49668-F1-model_v3	NA	NA	2.08e-07	320.04	4.145E-08	384	gold
Q9LTG3	Q9FLW1	AF-Q9LTG3-F1-model_v3	AF-Q9FLW1-F1-model_v3	NA	NA	0.00e+00	1176.08	6.291E-35	2089	gold
Q9LTH9	Q94EG9	AF-Q9LTH9-F1-model_v3	AF-Q94EG9-F1-model_v3	NA	NA	0.00e+00	794.84	7.850E-25	1420	gold
Q9LTI3	Q8VY63	AF-Q9LTI3-F1-model_v3	AF-Q8VY63-F1-model_v3	NA	NA	0.00e+00	670.90	6.925E-25	1346	gold
Q9LTR0	O49715	AF-Q9LTR0-F1-model_v3	AF-O49715-F1-model_v3	NA	NA	2.25e-02	139.05	4.019E-04	181	gold
Q9LTU6	Q9FT93	AF-Q9LTU6-F1-model_v3	AF-Q9FT93-F1-model_v3	NA	NA	4.54e-10	473.53	2.238E-11	507	gold
Q9LTX3	Q9ZPY1	AF-Q9LTX3-F1-model_v3	AF-Q9ZPY1-F1-model_v3	NA	NA	8.98e-09	365.44	3.599E-12	528	gold
Q9LU21	F4JUE0	AF-Q9LU21-F1-model_v3	AF-F4JUE0-F1-model_v3	NA	NA	2.49e-08	395.17	4.630E-17	657	gold
Q9LU59	Q8VZG0	AF-Q9LU59-F1-model_v3	AF-Q8VZG0-F1-model_v3	NA	NA	0.00e+00	1023.79	1.597E-18	1098	gold
