Uniprot_arabadopsis	Uniprot_pombe	AlphaFold_arabadopsis	AlphaFold_pombe	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q84QC1	P87305	AF-Q84QC1-F1-model_v3	AF-P87305-F1-model_v3	NA	NA	0.00e+00	452.73	1.688E-19	789	gold
Q84VP9	Q53EK2	AF-Q84VP9-F1-model_v3	AF-Q53EK2-F1-model_v3	NA	NA	2.22e-16	474.92	2.147E-12	537	gold
Q84VV1	O94306	AF-Q84VV1-F1-model_v3	AF-O94306-F1-model_v3	NA	NA	1.85e-05	214.96	1.934E-05	238	gold
Q84VX3	Q76PC4	AF-Q84VX3-F1-model_v3	AF-Q76PC4-F1-model_v3	NA	NA	4.05e-13	952.94	4.320E-07	493	gold
Q84WJ9	P22194	AF-Q84WJ9-F1-model_v3	AF-P22194-F1-model_v3	NA	NA	0.00e+00	734.14	1.556E-19	985	gold
Q84WU9	Q10414	AF-Q84WU9-F1-model_v3	AF-Q10414-F1-model_v3	NA	NA	2.14e-11	946.52	7.975E-37	1547	gold
Q84WV8	Q9UTK3	AF-Q84WV8-F1-model_v3	AF-Q9UTK3-F1-model_v3	NA	NA	1.23e-08	608.27	1.137E-14	655	gold
Q8GRL7	Q10303	AF-Q8GRL7-F1-model_v3	AF-Q10303-F1-model_v3	NA	NA	1.92e-12	844.20	6.088E-24	1109	gold
Q8GTY0	P0CT55	AF-Q8GTY0-F1-model_v3	AF-P0CT55-F1-model_v3	NA	NA	0.00e+00	1296.08	2.720E-84	3408	gold
Q8GUK1	O74963	AF-Q8GUK1-F1-model_v3	AF-O74963-F1-model_v3	NA	NA	3.12e-09	1079.15	2.837E-11	694	gold
Q8GUN7	O60105	AF-Q8GUN7-F1-model_v3	AF-O60105-F1-model_v3	NA	NA	0.00e+00	1017.35	9.698E-18	1029	gold
Q8GUN9	O14284	AF-Q8GUN9-F1-model_v3	AF-O14284-F1-model_v3	NA	NA	2.15e-14	409.06	7.046E-19	779	gold
Q8GUP0	O74458	AF-Q8GUP0-F1-model_v3	AF-O74458-F1-model_v3	NA	NA	1.70e-11	1639.91	6.204E-24	1532	gold
Q8GUP4	Q10290	AF-Q8GUP4-F1-model_v3	AF-Q10290-F1-model_v3	NA	NA	3.93e-08	489.10	5.668E-08	372	gold
Q8GWB4	O94465	AF-Q8GWB4-F1-model_v3	AF-O94465-F1-model_v3	NA	NA	4.87e-08	426.43	1.157E-13	558	gold
Q8GWD7	Q10220	AF-Q8GWD7-F1-model_v3	AF-Q10220-F1-model_v3	NA	NA	5.55e-15	237.51	8.940E-07	282	gold
Q8GWH3	Q9UTC8	AF-Q8GWH3-F1-model_v3	AF-Q9UTC8-F1-model_v3	NA	NA	2.91e-08	393.71	1.767E-16	693	gold
Q8GWI1	Q9HFE7	AF-Q8GWI1-F1-model_v3	AF-Q9HFE7-F1-model_v3	NA	NA	0.00e+00	369.30	2.157E-09	484	gold
Q8GWQ6	G2TRS2	AF-Q8GWQ6-F1-model_v3	AF-G2TRS2-F1-model_v3	NA	NA	5.69e-07	230.94	2.547E-07	329	gold
Q8GWZ6	O60093	AF-Q8GWZ6-F1-model_v3	AF-O60093-F1-model_v3	NA	NA	1.07e-08	407.19	2.503E-13	576	gold
Q8GXP4	O94729	AF-Q8GXP4-F1-model_v3	AF-O94729-F1-model_v3	NA	NA	3.34e-07	734.77	6.135E-06	436	gold
Q8GXP7	Q10275	AF-Q8GXP7-F1-model_v3	AF-Q10275-F1-model_v3	NA	NA	7.65e-07	422.22	1.037E-08	386	gold
Q8GXU8	Q9US20	AF-Q8GXU8-F1-model_v3	AF-Q9US20-F1-model_v3	NA	NA	1.11e-16	519.59	1.389E-17	743	gold
Q8GY31	Q8WZK3	AF-Q8GY31-F1-model_v3	AF-Q8WZK3-F1-model_v3	NA	NA	3.34e-13	263.78	8.317E-11	415	gold
Q8GY89	Q9URV9	AF-Q8GY89-F1-model_v3	AF-Q9URV9-F1-model_v3	NA	NA	5.92e-12	222.65	7.255E-08	320	gold
Q8GYE8	O14039	AF-Q8GYE8-F1-model_v3	AF-O14039-F1-model_v3	NA	NA	1.11e-16	903.90	4.018E-34	1543	gold
Q8GYF7	O42963	AF-Q8GYF7-F1-model_v3	AF-O42963-F1-model_v3	NA	NA	6.74e-11	727.02	2.716E-12	478	gold
Q8GYH7	Q4PIR3	AF-Q8GYH7-F1-model_v3	AF-Q4PIR3-F1-model_v3	NA	NA	1.10e-09	474.95	3.885E-10	489	gold
Q8GYR7	Q10423	AF-Q8GYR7-F1-model_v3	AF-Q10423-F1-model_v3	NA	NA	2.41e-03	247.03	NA	NA	silver
Q8GZ31	O74783	AF-Q8GZ31-F1-model_v3	AF-O74783-F1-model_v3	NA	NA	3.85e-12	994.54	3.465E-20	951	gold
Q8H1B3	P36604	AF-Q8H1B3-F1-model_v3	AF-P36604-F1-model_v3	NA	NA	0.00e+00	1882.08	1.718E-95	4247	gold
Q8H1D9	Q9USG9	AF-Q8H1D9-F1-model_v3	AF-Q9USG9-F1-model_v3	NA	NA	0.00e+00	870.68	8.287E-36	1503	gold
Q8H1F8	O43036	AF-Q8H1F8-F1-model_v3	AF-O43036-F1-model_v3	NA	NA	0.00e+00	406.24	4.066E-14	646	gold
Q8H1R6	O59762	AF-Q8H1R6-F1-model_v3	AF-O59762-F1-model_v3	NA	NA	1.11e-16	822.09	4.583E-33	1474	gold
Q8H1S5	Q09710	AF-Q8H1S5-F1-model_v3	AF-Q09710-F1-model_v3	NA	NA	3.24e-13	693.16	3.229E-16	777	gold
Q8H1U4	Q9P4W7	AF-Q8H1U4-F1-model_v3	AF-Q9P4W7-F1-model_v3	NA	NA	0.00e+00	1504.67	1.929E-16	1072	gold
Q8L539	Q9P7W2	AF-Q8L539-F1-model_v3	AF-Q9P7W2-F1-model_v3	NA	NA	0.00e+00	505.73	3.434E-18	743	gold
Q8L5Y0	O13955	AF-Q8L5Y0-F1-model_v3	AF-O13955-F1-model_v3	NA	NA	1.11e-16	1882.90	4.631E-43	2221	gold
Q8L5Y4	O94508	AF-Q8L5Y4-F1-model_v3	AF-O94508-F1-model_v3	NA	NA	0.00e+00	2681.29	5.455E-72	3772	gold
Q8L5Y6	Q9P3A8	AF-Q8L5Y6-F1-model_v3	AF-Q9P3A8-F1-model_v3	NA	NA	0.00e+00	2538.64	8.578E-34	2320	gold
Q8L643	Q10110	AF-Q8L643-F1-model_v3	AF-Q10110-F1-model_v3	NA	NA	4.49e-12	1070.41	3.894E-19	1167	gold
Q8L6Z4	O14006	AF-Q8L6Z4-F1-model_v3	AF-O14006-F1-model_v3	NA	NA	3.19e-08	479.70	3.520E-18	700	gold
Q8L716	P36629	AF-Q8L716-F1-model_v3	AF-P36629-F1-model_v3	NA	NA	1.03e-04	863.31	1.438E-29	1161	gold
Q8L733	Q09929	AF-Q8L733-F1-model_v3	AF-Q09929-F1-model_v3	NA	NA	1.11e-14	623.43	1.613E-26	1039	gold
Q8L745	O42967	AF-Q8L745-F1-model_v3	AF-O42967-F1-model_v3	NA	NA	1.36e-01	629.93	NA	NA	silver
Q8L748	Q10331	AF-Q8L748-F1-model_v3	AF-Q10331-F1-model_v3	NA	NA	9.89e-10	1316.25	4.258E-15	1008	gold
Q8L7G8	P22193	AF-Q8L7G8-F1-model_v3	AF-P22193-F1-model_v3	NA	NA	0.00e+00	562.51	3.014E-20	918	gold
Q8L7M3	Q9P7C6	AF-Q8L7M3-F1-model_v3	AF-Q9P7C6-F1-model_v3	NA	NA	1.02e-10	593.41	5.349E-15	625	gold
Q8L7R2	O43056	AF-Q8L7R2-F1-model_v3	AF-O43056-F1-model_v3	NA	NA	0.00e+00	696.01	1.239E-25	1026	gold
Q8L7R3	Q9US27	AF-Q8L7R3-F1-model_v3	AF-Q9US27-F1-model_v3	NA	NA	5.97e-14	496.89	3.570E-14	635	gold
Q8L7U3	O94398	AF-Q8L7U3-F1-model_v3	AF-O94398-F1-model_v3	NA	NA	2.70e-10	426.70	2.500E-14	561	gold
Q8L7Z3	O74821	AF-Q8L7Z3-F1-model_v3	AF-O74821-F1-model_v3	NA	NA	1.94e-04	313.51	1.421E-15	598	gold
Q8L838	O74990	AF-Q8L838-F1-model_v3	AF-O74990-F1-model_v3	NA	NA	0.00e+00	1641.49	3.110E-23	1434	gold
Q8L8C2	O74862	AF-Q8L8C2-F1-model_v3	AF-O74862-F1-model_v3	NA	NA	1.24e-08	573.37	8.925E-20	760	gold
Q8L9E3	O60068	AF-Q8L9E3-F1-model_v3	AF-O60068-F1-model_v3	NA	NA	8.73e-11	208.24	3.298E-04	214	gold
Q8L9R4	Q9UUA9	AF-Q8L9R4-F1-model_v3	AF-Q9UUA9-F1-model_v3	NA	NA	2.61e-07	350.79	1.451E-06	354	gold
Q8L9Y2	O74385	AF-Q8L9Y2-F1-model_v3	AF-O74385-F1-model_v3	NA	NA	1.03e-13	401.39	1.297E-13	562	gold
Q8LAF4	O13961	AF-Q8LAF4-F1-model_v3	AF-O13961-F1-model_v3	NA	NA	6.89e-11	836.48	4.111E-08	548	gold
Q8LCQ3	Q9P7K8	AF-Q8LCQ3-F1-model_v3	AF-Q9P7K8-F1-model_v3	NA	NA	3.29e-14	255.08	3.780E-10	387	gold
Q8LCY2	O43045	AF-Q8LCY2-F1-model_v3	AF-O43045-F1-model_v3	NA	NA	3.27e-07	326.16	1.429E-12	529	gold
Q8LDG7	O14017	AF-Q8LDG7-F1-model_v3	AF-O14017-F1-model_v3	NA	NA	1.11e-16	749.82	1.366E-10	619	gold
Q8LDQ4	Q9Y7T1	AF-Q8LDQ4-F1-model_v3	AF-Q9Y7T1-F1-model_v3	NA	NA	1.43e-07	592.55	1.268E-13	707	gold
Q8LDU0	O74464	AF-Q8LDU0-F1-model_v3	AF-O74464-F1-model_v3	NA	NA	7.80e-07	416.61	1.664E-15	605	gold
Q8LEF3	O13868	AF-Q8LEF3-F1-model_v3	AF-O13868-F1-model_v3	NA	NA	5.53e-09	268.32	7.521E-09	366	gold
Q8LF05	O42826	AF-Q8LF05-F1-model_v3	AF-O42826-F1-model_v3	NA	NA	3.23e-10	480.62	2.919E-08	432	gold
Q8LFA9	Q09800	AF-Q8LFA9-F1-model_v3	AF-Q09800-F1-model_v3	NA	NA	1.57e-08	649.34	8.257E-23	931	gold
Q8LG64	O74456	AF-Q8LG64-F1-model_v3	AF-O74456-F1-model_v3	NA	NA	0.00e+00	740.92	NA	NA	silver
Q8LGI3	O14241	AF-Q8LGI3-F1-model_v3	AF-O14241-F1-model_v3	NA	NA	0.00e+00	638.62	5.763E-21	925	gold
Q8LPK6	Q9C106	AF-Q8LPK6-F1-model_v3	AF-Q9C106-F1-model_v3	NA	NA	2.48e-12	1000.83	1.064E-22	1206	gold
Q8RWE7	O13986	AF-Q8RWE7-F1-model_v3	AF-O13986-F1-model_v3	NA	NA	1.55e-15	1268.36	7.118E-18	1192	gold
Q8RWF8	O43040	AF-Q8RWF8-F1-model_v3	AF-O43040-F1-model_v3	NA	NA	1.75e-03	551.91	NA	NA	silver
Q8RWK5	Q9Y7Z1	AF-Q8RWK5-F1-model_v3	AF-Q9Y7Z1-F1-model_v3	NA	NA	3.58e-03	186.72	9.119E-05	238	gold
Q8RWQ1	O13759	AF-Q8RWQ1-F1-model_v3	AF-O13759-F1-model_v3	NA	NA	7.68e-03	867.45	NA	NA	silver
Q8RWS0	Q9UTE8	AF-Q8RWS0-F1-model_v3	AF-Q9UTE8-F1-model_v3	NA	NA	1.65e-06	225.53	7.381E-10	371	gold
Q8RWV1	Q9P7M6	AF-Q8RWV1-F1-model_v3	AF-Q9P7M6-F1-model_v3	NA	NA	2.73e-07	958.58	3.095E-10	676	gold
Q8RWY6	O42874	AF-Q8RWY6-F1-model_v3	AF-O42874-F1-model_v3	NA	NA	3.10e-06	1626.12	2.695E-18	1210	gold
Q8RXD4	P87074	AF-Q8RXD4-F1-model_v3	AF-P87074-F1-model_v3	NA	NA	1.95e-02	833.91	NA	NA	silver
Q8RXD6	Q1MTQ0	AF-Q8RXD6-F1-model_v3	AF-Q1MTQ0-F1-model_v3	NA	NA	1.09e-08	1646.12	NA	NA	silver
Q8RXD8	Q9UT39	AF-Q8RXD8-F1-model_v3	AF-Q9UT39-F1-model_v3	NA	NA	0.00e+00	757.90	1.359E-28	1340	gold
Q8RXH2	Q9UUE5	AF-Q8RXH2-F1-model_v3	AF-Q9UUE5-F1-model_v3	NA	NA	4.31e-12	1258.42	1.208E-16	1011	gold
Q8RXJ0	Q10173	AF-Q8RXJ0-F1-model_v3	AF-Q10173-F1-model_v3	NA	NA	0.00e+00	1190.71	2.114E-09	442	gold
Q8RXQ4	O13982	AF-Q8RXQ4-F1-model_v3	AF-O13982-F1-model_v3	NA	NA	0.00e+00	937.76	1.859E-33	1534	gold
Q8RY73	O13836	AF-Q8RY73-F1-model_v3	AF-O13836-F1-model_v3	NA	NA	0.00e+00	666.39	3.644E-23	1032	gold
Q8RYE2	P0CU19	AF-Q8RYE2-F1-model_v3	AF-P0CU19-F1-model_v3	NA	NA	0.00e+00	658.35	1.702E-11	701	gold
Q8S8S1	O94516	AF-Q8S8S1-F1-model_v3	AF-O94516-F1-model_v3	NA	NA	1.57e-08	599.87	1.358E-06	412	gold
Q8S8S8	O94311	AF-Q8S8S8-F1-model_v3	AF-O94311-F1-model_v3	NA	NA	1.44e-03	238.71	2.690E-06	290	gold
Q8S9J1	Q10062	AF-Q8S9J1-F1-model_v3	AF-Q10062-F1-model_v3	NA	NA	0.00e+00	895.80	4.048E-32	1338	gold
Q8VWK0	P0CU17	AF-Q8VWK0-F1-model_v3	AF-P0CU17-F1-model_v3	NA	NA	0.00e+00	1187.44	NA	NA	silver
Q8VY53	Q9Y7L7	AF-Q8VY53-F1-model_v3	AF-Q9Y7L7-F1-model_v3	NA	NA	1.67e-15	397.36	2.414E-09	446	gold
Q8VYC9	O94389	AF-Q8VYC9-F1-model_v3	AF-O94389-F1-model_v3	NA	NA	1.04e-04	361.84	1.519E-07	301	gold
Q8VYI4	P78780	AF-Q8VYI4-F1-model_v3	AF-P78780-F1-model_v3	NA	NA	0.00e+00	656.12	2.678E-25	1024	gold
Q8VYK1	Q10474	AF-Q8VYK1-F1-model_v3	AF-Q10474-F1-model_v3	NA	NA	1.29e-13	423.97	1.095E-13	576	gold
Q8VYQ7	O94580	AF-Q8VYQ7-F1-model_v3	AF-O94580-F1-model_v3	NA	NA	7.12e-07	497.19	2.983E-21	921	gold
Q8VYS4	O60161	AF-Q8VYS4-F1-model_v3	AF-O60161-F1-model_v3	NA	NA	0.00e+00	1423.81	8.895E-53	2400	gold
Q8VZ55	G2TRP2	AF-Q8VZ55-F1-model_v3	AF-G2TRP2-F1-model_v3	NA	NA	4.31e-04	199.51	3.420E-05	225	gold
Q8VZ73	O60117	AF-Q8VZ73-F1-model_v3	AF-O60117-F1-model_v3	NA	NA	3.47e-07	363.77	1.333E-08	384	gold
Q8VZC9	O74967	AF-Q8VZC9-F1-model_v3	AF-O74967-F1-model_v3	NA	NA	0.00e+00	435.14	8.803E-14	597	gold
Q8VZG7	Q9Y7U7	AF-Q8VZG7-F1-model_v3	AF-Q9Y7U7-F1-model_v3	NA	NA	0.00e+00	1810.54	2.359E-74	3305	gold
Q8W1E4	Q9P6P2	AF-Q8W1E4-F1-model_v3	AF-Q9P6P2-F1-model_v3	NA	NA	3.66e-07	438.53	1.415E-08	349	gold
Q8W498	O60100	AF-Q8W498-F1-model_v3	AF-O60100-F1-model_v3	NA	NA	0.00e+00	2609.49	1.001E-41	2860	gold
Q8W4A0	Q09722	AF-Q8W4A0-F1-model_v3	AF-Q09722-F1-model_v3	NA	NA	0.00e+00	976.27	1.434E-16	964	gold
Q8W4D7	Q10351	AF-Q8W4D7-F1-model_v3	AF-Q10351-F1-model_v3	NA	NA	5.44e-12	1000.25	7.025E-30	1285	gold
Q8W4R8	Q9UT42	AF-Q8W4R8-F1-model_v3	AF-Q9UT42-F1-model_v3	NA	NA	2.36e-04	621.85	6.776E-13	606	gold
Q8W5S1	P36613	AF-Q8W5S1-F1-model_v3	AF-P36613-F1-model_v3	NA	NA	0.00e+00	692.38	1.252E-14	807	gold
Q93VA9	O74469	AF-Q93VA9-F1-model_v3	AF-O74469-F1-model_v3	NA	NA	2.15e-08	259.58	8.086E-04	193	gold
Q93VB0	Q9P6K7	AF-Q93VB0-F1-model_v3	AF-Q9P6K7-F1-model_v3	NA	NA	3.77e-10	794.89	5.233E-28	1187	gold
Q93VB4	Q09787	AF-Q93VB4-F1-model_v3	AF-Q09787-F1-model_v3	NA	NA	3.12e-06	378.62	NA	NA	silver
Q93VK9	Q10430	AF-Q93VK9-F1-model_v3	AF-Q10430-F1-model_v3	NA	NA	0.00e+00	616.57	4.872E-10	423	gold
Q93VM9	Q9URT2	AF-Q93VM9-F1-model_v3	AF-Q9URT2-F1-model_v3	NA	NA	1.80e-08	1009.11	8.645E-19	1085	gold
Q93VP4	Q9USU9	AF-Q93VP4-F1-model_v3	AF-Q9USU9-F1-model_v3	NA	NA	1.70e-03	470.26	2.074E-11	485	gold
Q93VR9	Q10099	AF-Q93VR9-F1-model_v3	AF-Q10099-F1-model_v3	NA	NA	0.00e+00	705.34	NA	NA	silver
Q93W66	Q9C1W5	AF-Q93W66-F1-model_v3	AF-Q9C1W5-F1-model_v3	NA	NA	1.20e-10	234.21	2.509E-05	252	gold
Q93W87	Q09776	AF-Q93W87-F1-model_v3	AF-Q09776-F1-model_v3	NA	NA	1.65e-07	320.60	1.161E-07	298	gold
Q93YN6	O74441	AF-Q93YN6-F1-model_v3	AF-O74441-F1-model_v3	NA	NA	5.60e-09	1029.19	1.862E-13	747	gold
Q93YU5	O74562	AF-Q93YU5-F1-model_v3	AF-O74562-F1-model_v3	NA	NA	6.87e-09	1652.38	7.377E-20	1263	gold
Q93YU8	Q09763	AF-Q93YU8-F1-model_v3	AF-Q09763-F1-model_v3	NA	NA	3.14e-03	947.96	NA	NA	silver
Q93Z16	O74943	AF-Q93Z16-F1-model_v3	AF-O74943-F1-model_v3	NA	NA	2.66e-06	518.06	8.205E-13	657	gold
Q93Z51	Q9USS0	AF-Q93Z51-F1-model_v3	AF-Q9USS0-F1-model_v3	NA	NA	2.50e-12	344.76	1.008E-10	465	gold
Q93ZH9	Q09749	AF-Q93ZH9-F1-model_v3	AF-Q09749-F1-model_v3	NA	NA	0.00e+00	741.52	4.921E-17	963	gold
Q93ZM0	Q9UT00	AF-Q93ZM0-F1-model_v3	AF-Q9UT00-F1-model_v3	NA	NA	3.31e-08	1212.37	5.109E-34	1650	gold
Q940G3	P62506	AF-Q940G3-F1-model_v3	AF-P62506-F1-model_v3	NA	NA	7.05e-10	202.24	4.105E-07	289	gold
Q940Y1	O13944	AF-Q940Y1-F1-model_v3	AF-O13944-F1-model_v3	NA	NA	8.89e-08	1224.39	NA	NA	silver
Q941B1	O43033	AF-Q941B1-F1-model_v3	AF-O43033-F1-model_v3	NA	NA	1.02e-09	408.61	NA	NA	silver
Q943Z6	O94407	AF-Q943Z6-F1-model_v3	AF-O94407-F1-model_v3	NA	NA	9.30e-06	251.28	2.779E-06	276	gold
Q944B6	O60078	AF-Q944B6-F1-model_v3	AF-O60078-F1-model_v3	NA	NA	4.19e-06	730.17	7.485E-14	663	gold
Q944C2	P40977	AF-Q944C2-F1-model_v3	AF-P40977-F1-model_v3	NA	NA	0.00e+00	1083.86	5.065E-47	1941	gold
Q944I4	Q9UUH3	AF-Q944I4-F1-model_v3	AF-Q9UUH3-F1-model_v3	NA	NA	0.00e+00	657.61	1.452E-25	1100	gold
Q944J0	G2TRR4	AF-Q944J0-F1-model_v3	AF-G2TRR4-F1-model_v3	NA	NA	8.92e-12	191.50	1.715E-04	223	gold
Q944K2	O59866	AF-Q944K2-F1-model_v3	AF-O59866-F1-model_v3	NA	NA	0.00e+00	978.78	3.700E-44	1752	gold
Q944S2	Q9Y7T2	AF-Q944S2-F1-model_v3	AF-Q9Y7T2-F1-model_v3	NA	NA	0.00e+00	665.73	4.768E-20	938	gold
Q945K9	O94701	AF-Q945K9-F1-model_v3	AF-O94701-F1-model_v3	NA	NA	1.74e-06	488.67	7.962E-14	638	gold
Q949R4	O74741	AF-Q949R4-F1-model_v3	AF-O74741-F1-model_v3	NA	NA	0.00e+00	522.29	9.926E-21	799	gold
Q949S9	Q9USV3	AF-Q949S9-F1-model_v3	AF-Q9USV3-F1-model_v3	NA	NA	4.01e-14	415.59	5.308E-05	228	gold
Q949X7	Q9UQW9	AF-Q949X7-F1-model_v3	AF-Q9UQW9-F1-model_v3	NA	NA	5.08e-13	840.55	6.837E-26	1070	gold
Q949Z8	O43073	AF-Q949Z8-F1-model_v3	AF-O43073-F1-model_v3	NA	NA	1.61e-12	320.69	3.545E-05	289	gold
Q94AH2	Q9C1X0	AF-Q94AH2-F1-model_v3	AF-Q9C1X0-F1-model_v3	NA	NA	0.00e+00	830.76	3.102E-36	1661	gold
Q94AI6	O74846	AF-Q94AI6-F1-model_v3	AF-O74846-F1-model_v3	NA	NA	0.00e+00	1712.05	1.238E-25	1499	gold
Q94AK8	Q9USZ6	AF-Q94AK8-F1-model_v3	AF-Q9USZ6-F1-model_v3	NA	NA	0.00e+00	595.32	4.036E-27	1062	gold
Q94AY3	Q9USX3	AF-Q94AY3-F1-model_v3	AF-Q9USX3-F1-model_v3	NA	NA	3.86e-02	416.49	NA	NA	silver
Q94AZ4	O14008	AF-Q94AZ4-F1-model_v3	AF-O14008-F1-model_v3	NA	NA	7.95e-11	321.79	NA	NA	silver
Q94B05	O74416	AF-Q94B05-F1-model_v3	AF-O74416-F1-model_v3	NA	NA	3.53e-05	199.39	8.360E-05	229	gold
Q94BP0	O74364	AF-Q94BP0-F1-model_v3	AF-O74364-F1-model_v3	NA	NA	2.95e-04	694.06	3.235E-19	822	gold
Q94BU8	O59834	AF-Q94BU8-F1-model_v3	AF-O59834-F1-model_v3	NA	NA	1.34e-14	320.59	9.565E-11	475	gold
Q94BV2	Q5FC18	AF-Q94BV2-F1-model_v3	AF-Q5FC18-F1-model_v3	NA	NA	2.13e-04	168.17	3.351E-04	181	gold
Q94BY8	Q9UT16	AF-Q94BY8-F1-model_v3	AF-Q9UT16-F1-model_v3	NA	NA	0.00e+00	620.05	3.684E-16	800	gold
Q94C15	O75002	AF-Q94C15-F1-model_v3	AF-O75002-F1-model_v3	NA	NA	1.08e-12	345.16	1.556E-13	610	gold
Q94C49	Q9C0W9	AF-Q94C49-F1-model_v3	AF-Q9C0W9-F1-model_v3	NA	NA	0.00e+00	595.27	NA	NA	silver
Q94C55	Q10990	AF-Q94C55-F1-model_v3	AF-Q10990-F1-model_v3	NA	NA	1.70e-09	780.39	4.022E-30	1322	gold
Q94C75	O13622	AF-Q94C75-F1-model_v3	AF-O13622-F1-model_v3	NA	NA	0.00e+00	1185.53	1.999E-37	1679	gold
Q94C90	O14138	AF-Q94C90-F1-model_v3	AF-O14138-F1-model_v3	NA	NA	4.96e-08	648.69	9.016E-29	1194	gold
Q94FY7	Q9HGN8	AF-Q94FY7-F1-model_v3	AF-Q9HGN8-F1-model_v3	NA	NA	1.45e-06	419.16	9.119E-09	450	gold
Q94JQ4	O43003	AF-Q94JQ4-F1-model_v3	AF-O43003-F1-model_v3	NA	NA	2.11e-12	386.17	4.123E-16	649	gold
Q94JQ7	P87232	AF-Q94JQ7-F1-model_v3	AF-P87232-F1-model_v3	NA	NA	1.93e-06	273.02	5.317E-06	310	gold
Q94JX8	O14256	AF-Q94JX8-F1-model_v3	AF-O14256-F1-model_v3	NA	NA	1.27e-02	207.12	1.856E-08	336	gold
Q94K88	Q9USQ4	AF-Q94K88-F1-model_v3	AF-Q9USQ4-F1-model_v3	NA	NA	1.68e-06	650.44	1.283E-10	631	gold
Q96252	Q9P6R6	AF-Q96252-F1-model_v3	AF-Q9P6R6-F1-model_v3	NA	NA	2.14e-08	409.22	1.589E-17	713	gold
Q96253	P87316	AF-Q96253-F1-model_v3	AF-P87316-F1-model_v3	NA	NA	7.55e-11	163.33	3.121E-04	188	gold
Q96319	G2TRN4	AF-Q96319-F1-model_v3	AF-G2TRN4-F1-model_v3	NA	NA	7.84e-13	255.89	1.056E-09	395	gold
Q9ASS7	Q9HDV2	AF-Q9ASS7-F1-model_v3	AF-Q9HDV2-F1-model_v3	NA	NA	1.12e-09	1054.47	NA	NA	silver
Q9AST5	O59764	AF-Q9AST5-F1-model_v3	AF-O59764-F1-model_v3	NA	NA	2.06e-11	264.37	6.393E-05	262	gold
Q9AST6	Q9UUH1	AF-Q9AST6-F1-model_v3	AF-Q9UUH1-F1-model_v3	NA	NA	6.68e-13	317.97	6.495E-06	296	gold
Q9ASU1	O74850	AF-Q9ASU1-F1-model_v3	AF-O74850-F1-model_v3	NA	NA	4.77e-15	669.31	2.105E-21	906	gold
Q9C550	O59736	AF-Q9C550-F1-model_v3	AF-O59736-F1-model_v3	NA	NA	0.00e+00	1247.21	4.104E-40	1755	gold
Q9C552	Q92347	AF-Q9C552-F1-model_v3	AF-Q92347-F1-model_v3	NA	NA	6.35e-13	1255.81	1.167E-15	1064	gold
Q9C565	Q09877	AF-Q9C565-F1-model_v3	AF-Q09877-F1-model_v3	NA	NA	1.24e-10	701.31	6.170E-17	714	gold
Q9C5C4	Q9P6I2	AF-Q9C5C4-F1-model_v3	AF-Q9P6I2-F1-model_v3	NA	NA	7.37e-10	731.30	9.467E-29	1160	gold
Q9C5D6	Q9P5N2	AF-Q9C5D6-F1-model_v3	AF-Q9P5N2-F1-model_v3	NA	NA	6.72e-12	1051.51	NA	NA	silver
Q9C5J3	Q10200	AF-Q9C5J3-F1-model_v3	AF-Q10200-F1-model_v3	NA	NA	5.59e-03	649.83	1.188E-11	608	gold
Q9C6C3	Q10165	AF-Q9C6C3-F1-model_v3	AF-Q10165-F1-model_v3	NA	NA	1.24e-11	1263.72	8.388E-26	1412	gold
Q9C6S8	O94417	AF-Q9C6S8-F1-model_v3	AF-O94417-F1-model_v3	NA	NA	7.38e-04	461.01	1.220E-10	429	gold
Q9C711	Q6LA53	AF-Q9C711-F1-model_v3	AF-Q6LA53-F1-model_v3	NA	NA	2.22e-16	571.41	5.217E-12	601	gold
Q9C778	Q9USP1	AF-Q9C778-F1-model_v3	AF-Q9USP1-F1-model_v3	NA	NA	1.43e-07	542.79	1.164E-21	869	gold
Q9C811	O43044	AF-Q9C811-F1-model_v3	AF-O43044-F1-model_v3	NA	NA	2.93e-11	1776.75	2.385E-32	1926	gold
Q9C8D7	O60175	AF-Q9C8D7-F1-model_v3	AF-O60175-F1-model_v3	NA	NA	2.46e-06	310.63	6.731E-14	566	gold
Q9C8G5	Q09766	AF-Q9C8G5-F1-model_v3	AF-Q09766-F1-model_v3	NA	NA	0.00e+00	1592.36	1.472E-30	1726	gold
Q9C8J7	O60070	AF-Q9C8J7-F1-model_v3	AF-O60070-F1-model_v3	NA	NA	5.43e-04	566.42	4.315E-22	988	gold
Q9C911	O14213	AF-Q9C911-F1-model_v3	AF-O14213-F1-model_v3	NA	NA	1.41e-06	719.90	2.703E-14	697	gold
Q9C994	Q10085	AF-Q9C994-F1-model_v3	AF-Q10085-F1-model_v3	NA	NA	0.00e+00	1302.87	NA	NA	silver
Q9C9A0	A0ZWU1	AF-Q9C9A0-F1-model_v3	AF-A0ZWU1-F1-model_v3	NA	NA	5.56e-04	402.14	1.317E-10	470	gold
Q9C9B4	O94674	AF-Q9C9B4-F1-model_v3	AF-O94674-F1-model_v3	NA	NA	3.67e-05	641.76	1.658E-13	689	gold
Q9C9M1	Q9P7Z3	AF-Q9C9M1-F1-model_v3	AF-Q9P7Z3-F1-model_v3	NA	NA	1.19e-13	458.48	1.506E-20	843	gold
