Uniprot_arabadopsis	Uniprot_sorghum	AlphaFold_arabadopsis	AlphaFold_sorghum	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9C7I5	A0A194YTC2	AF-Q9C7I5-F1-model_v3	AF-A0A194YTC2-F1-model_v3	NA	NA	2.06e-12	474.47	NA	NA	silver
Q9C7J5	C5XUR8	AF-Q9C7J5-F1-model_v3	AF-C5XUR8-F1-model_v3	NA	NA	3.20e-03	214.76	1.442E-04	195	gold
Q9C7J6	A0A1W0W7W6	AF-Q9C7J6-F1-model_v3	AF-A0A1W0W7W6-F1-model_v3	NA	NA	1.39e-04	643.36	3.745E-14	580	gold
Q9C7Q1	C5X720	AF-Q9C7Q1-F1-model_v3	AF-C5X720-F1-model_v3	NA	NA	3.01e-08	306.25	NA	NA	silver
Q9C827	A0A1Z5RLR5	AF-Q9C827-F1-model_v3	AF-A0A1Z5RLR5-F1-model_v3	NA	NA	0.00e+00	2668.68	0.000E+00	6925	gold
Q9C857	A0A1W0VYQ5	AF-Q9C857-F1-model_v3	AF-A0A1W0VYQ5-F1-model_v3	NA	NA	0.00e+00	1000.37	NA	NA	silver
Q9C8A7	C5WW59	AF-Q9C8A7-F1-model_v3	AF-C5WW59-F1-model_v3	NA	NA	0.00e+00	1128.04	1.050E-70	3039	gold
Q9C8I6	A0A1B6P9Q4	AF-Q9C8I6-F1-model_v3	AF-A0A1B6P9Q4-F1-model_v3	NA	NA	0.00e+00	2175.25	NA	NA	silver
Q9C8X4	C5Y8N1	AF-Q9C8X4-F1-model_v3	AF-C5Y8N1-F1-model_v3	NA	NA	5.90e-13	669.25	2.085E-24	920	gold
Q9C915	C5XJB2	AF-Q9C915-F1-model_v3	AF-C5XJB2-F1-model_v3	NA	NA	0.00e+00	959.70	NA	NA	silver
Q9C926	A0A1B6QK24	AF-Q9C926-F1-model_v3	AF-A0A1B6QK24-F1-model_v3	NA	NA	8.40e-13	1025.42	6.861E-35	1542	gold
Q9C9B1	C5Y9W1	AF-Q9C9B1-F1-model_v3	AF-C5Y9W1-F1-model_v3	NA	NA	8.73e-07	338.73	NA	NA	silver
Q9C9J0	C5YV91	AF-Q9C9J0-F1-model_v3	AF-C5YV91-F1-model_v3	NA	NA	0.00e+00	1274.48	NA	NA	silver
Q9C9K4	C5X4G7	AF-Q9C9K4-F1-model_v3	AF-C5X4G7-F1-model_v3	NA	NA	2.44e-15	1052.30	NA	NA	silver
Q9C9M8	C5Y073	AF-Q9C9M8-F1-model_v3	AF-C5Y073-F1-model_v3	NA	NA	0.00e+00	1385.34	NA	NA	silver
Q9C9U1	A0A1Z5R210	AF-Q9C9U1-F1-model_v3	AF-A0A1Z5R210-F1-model_v3	NA	NA	0.00e+00	1378.40	NA	NA	silver
Q9CA16	A0A1B6Q6L9	AF-Q9CA16-F1-model_v3	AF-A0A1B6Q6L9-F1-model_v3	NA	NA	0.00e+00	945.39	NA	NA	silver
Q9CA25	C5Y5L4	AF-Q9CA25-F1-model_v3	AF-C5Y5L4-F1-model_v3	NA	NA	0.00e+00	1336.87	3.135E-56	3175	gold
Q9CA27	C5XQV4	AF-Q9CA27-F1-model_v3	AF-C5XQV4-F1-model_v3	NA	NA	1.69e-03	452.25	2.665E-14	586	gold
Q9CA42	A0A1B6Q6B0	AF-Q9CA42-F1-model_v3	AF-A0A1B6Q6B0-F1-model_v3	NA	NA	3.41e-08	2175.12	NA	NA	silver
Q9CAI6	C5YWP3	AF-Q9CAI6-F1-model_v3	AF-C5YWP3-F1-model_v3	NA	NA	5.11e-04	215.91	NA	NA	silver
Q9CAL8	A0A194YK52	AF-Q9CAL8-F1-model_v3	AF-A0A194YK52-F1-model_v3	NA	NA	1.61e-08	1522.28	NA	NA	silver
Q9CAP9	C5Y5Q3	AF-Q9CAP9-F1-model_v3	AF-C5Y5Q3-F1-model_v3	NA	NA	1.83e-06	1723.01	NA	NA	silver
Q9FE58	C5X0P2	AF-Q9FE58-F1-model_v3	AF-C5X0P2-F1-model_v3	NA	NA	0.00e+00	352.20	NA	NA	silver
Q9FE65	C5YL98	AF-Q9FE65-F1-model_v3	AF-C5YL98-F1-model_v3	NA	NA	0.00e+00	335.72	NA	NA	silver
Q9FEN9	A0A1B6PHL5	AF-Q9FEN9-F1-model_v3	AF-A0A1B6PHL5-F1-model_v3	NA	NA	4.44e-16	557.64	NA	NA	silver
Q9FFJ3	C5XWH1	AF-Q9FFJ3-F1-model_v3	AF-C5XWH1-F1-model_v3	NA	NA	0.00e+00	1182.06	NA	NA	silver
Q9FFS0	A0A1B6P7I8	AF-Q9FFS0-F1-model_v3	AF-A0A1B6P7I8-F1-model_v3	NA	NA	1.11e-12	628.91	NA	NA	silver
Q9FFZ7	C5YAP3	AF-Q9FFZ7-F1-model_v3	AF-C5YAP3-F1-model_v3	NA	NA	0.00e+00	533.32	NA	NA	silver
Q9FG28	C5Y0T3	AF-Q9FG28-F1-model_v3	AF-C5Y0T3-F1-model_v3	NA	NA	2.94e-03	299.62	NA	NA	silver
Q9FG31	C5YJH2	AF-Q9FG31-F1-model_v3	AF-C5YJH2-F1-model_v3	NA	NA	1.42e-04	238.22	2.498E-05	191	gold
Q9FG68	C5XID7	AF-Q9FG68-F1-model_v3	AF-C5XID7-F1-model_v3	NA	NA	5.58e-07	560.09	NA	NA	silver
Q9FGD2	C5YT37	AF-Q9FGD2-F1-model_v3	AF-C5YT37-F1-model_v3	NA	NA	1.88e-09	537.24	NA	NA	silver
Q9FGH2	C5XVI3	AF-Q9FGH2-F1-model_v3	AF-C5XVI3-F1-model_v3	NA	NA	5.07e-11	462.75	NA	NA	silver
Q9FGH6	A0A1Z5R7N9	AF-Q9FGH6-F1-model_v3	AF-A0A1Z5R7N9-F1-model_v3	NA	NA	0.00e+00	1962.10	NA	NA	silver
Q9FGJ3	C5WWL6	AF-Q9FGJ3-F1-model_v3	AF-C5WWL6-F1-model_v3	NA	NA	6.88e-10	468.40	1.159E-16	693	gold
Q9FGL9	C5YL85	AF-Q9FGL9-F1-model_v3	AF-C5YL85-F1-model_v3	NA	NA	1.60e-14	1073.59	NA	NA	silver
Q9FGT7	C5Y5J4	AF-Q9FGT7-F1-model_v3	AF-C5Y5J4-F1-model_v3	NA	NA	5.20e-05	1204.89	NA	NA	silver
Q9FGT9	C5Z6L9	AF-Q9FGT9-F1-model_v3	AF-C5Z6L9-F1-model_v3	NA	NA	0.00e+00	2023.07	0.000E+00	4219	gold
Q9FH19	C5XCW8	AF-Q9FH19-F1-model_v3	AF-C5XCW8-F1-model_v3	NA	NA	1.70e-01	497.19	NA	NA	silver
Q9FH32	A0A1B6Q6K5	AF-Q9FH32-F1-model_v3	AF-A0A1B6Q6K5-F1-model_v3	NA	NA	2.79e-06	1307.22	1.256E-65	2869	gold
Q9FHA4	A0A1B6P8M9	AF-Q9FHA4-F1-model_v3	AF-A0A1B6P8M9-F1-model_v3	NA	NA	0.00e+00	1740.62	NA	NA	silver
Q9FHB8	C5WTE9	AF-Q9FHB8-F1-model_v3	AF-C5WTE9-F1-model_v3	NA	NA	9.18e-14	536.88	4.472E-15	814	gold
Q9FHZ5	S4SJN4	AF-Q9FHZ5-F1-model_v3	AF-S4SJN4-F1-model_v3	NA	NA	0.00e+00	1009.35	NA	NA	silver
Q9FI21	A0A194YLT4	AF-Q9FI21-F1-model_v3	AF-A0A194YLT4-F1-model_v3	NA	NA	0.00e+00	1375.57	NA	NA	silver
Q9FI76	C5YZK8	AF-Q9FI76-F1-model_v3	AF-C5YZK8-F1-model_v3	NA	NA	0.00e+00	411.80	1.586E-21	930	gold
Q9FI99	C5X1W2	AF-Q9FI99-F1-model_v3	AF-C5X1W2-F1-model_v3	NA	NA	0.00e+00	1163.30	3.616E-49	2206	gold
Q9FIA7	C5YYS6	AF-Q9FIA7-F1-model_v3	AF-C5YYS6-F1-model_v3	NA	NA	7.82e-14	378.29	NA	NA	silver
Q9FIF5	A0A1B6Q533	AF-Q9FIF5-F1-model_v3	AF-A0A1B6Q533-F1-model_v3	NA	NA	3.15e-10	853.52	NA	NA	silver
Q9FIF9	C5YVB1	AF-Q9FIF9-F1-model_v3	AF-C5YVB1-F1-model_v3	NA	NA	0.00e+00	622.89	NA	NA	silver
Q9FIK7	A0A1B6Q2G4	AF-Q9FIK7-F1-model_v3	AF-A0A1B6Q2G4-F1-model_v3	NA	NA	0.00e+00	1190.24	5.492E-80	3076	gold
Q9FIM4	A0A1B6QHF5	AF-Q9FIM4-F1-model_v3	AF-A0A1B6QHF5-F1-model_v3	NA	NA	2.82e-04	627.43	NA	NA	silver
Q9FIR0	A0A1B6QMT4	AF-Q9FIR0-F1-model_v3	AF-A0A1B6QMT4-F1-model_v3	NA	NA	7.07e-04	514.88	NA	NA	silver
Q9FIW9	A0A1B6QCI2	AF-Q9FIW9-F1-model_v3	AF-A0A1B6QCI2-F1-model_v3	NA	NA	5.45e-05	550.86	NA	NA	silver
Q9FJ24	A0A1B6QM84	AF-Q9FJ24-F1-model_v3	AF-A0A1B6QM84-F1-model_v3	NA	NA	0.00e+00	1071.14	9.530E-58	2378	gold
Q9FJR7	C5X3G8	AF-Q9FJR7-F1-model_v3	AF-C5X3G8-F1-model_v3	NA	NA	0.00e+00	432.78	NA	NA	silver
Q9FJT7	C5XYG4	AF-Q9FJT7-F1-model_v3	AF-C5XYG4-F1-model_v3	NA	NA	0.00e+00	990.46	2.473E-58	2372	gold
Q9FJW5	C5XPI1	AF-Q9FJW5-F1-model_v3	AF-C5XPI1-F1-model_v3	NA	NA	4.64e-10	667.00	NA	NA	silver
Q9FJZ5	C5YWG0	AF-Q9FJZ5-F1-model_v3	AF-C5YWG0-F1-model_v3	NA	NA	4.04e-04	398.76	3.319E-04	178	gold
Q9FK47	A0A1B6P922	AF-Q9FK47-F1-model_v3	AF-A0A1B6P922-F1-model_v3	NA	NA	2.49e-06	733.96	3.632E-28	1044	gold
Q9FKE9	C5XNS8	AF-Q9FKE9-F1-model_v3	AF-C5XNS8-F1-model_v3	NA	NA	0.00e+00	2330.21	NA	NA	silver
Q9FKG3	C5XLZ0	AF-Q9FKG3-F1-model_v3	AF-C5XLZ0-F1-model_v3	NA	NA	0.00e+00	1444.88	NA	NA	silver
Q9FKQ6	C6JRS4	AF-Q9FKQ6-F1-model_v3	AF-C6JRS4-F1-model_v3	NA	NA	1.41e-08	562.80	NA	NA	silver
Q9FKR3	C5XWN3	AF-Q9FKR3-F1-model_v3	AF-C5XWN3-F1-model_v3	NA	NA	0.00e+00	1565.57	6.082E-37	2322	gold
Q9FKX4	C5WYZ4	AF-Q9FKX4-F1-model_v3	AF-C5WYZ4-F1-model_v3	NA	NA	0.00e+00	1063.64	NA	NA	silver
Q9FL95	A0A1B6Q7Z3	AF-Q9FL95-F1-model_v3	AF-A0A1B6Q7Z3-F1-model_v3	NA	NA	0.00e+00	930.46	NA	NA	silver
Q9FLB5	C5WNF8	AF-Q9FLB5-F1-model_v3	AF-C5WNF8-F1-model_v3	NA	NA	0.00e+00	1621.47	NA	NA	silver
Q9FLI3	A0A1Z5R3V2	AF-Q9FLI3-F1-model_v3	AF-A0A1Z5R3V2-F1-model_v3	NA	NA	1.44e-15	827.40	NA	NA	silver
Q9FLS8	C5XXL4	AF-Q9FLS8-F1-model_v3	AF-C5XXL4-F1-model_v3	NA	NA	0.00e+00	1288.97	NA	NA	silver
Q9FLW1	C5Z266	AF-Q9FLW1-F1-model_v3	AF-C5Z266-F1-model_v3	NA	NA	0.00e+00	1190.73	NA	NA	silver
Q9FM43	C5XWH5	AF-Q9FM43-F1-model_v3	AF-C5XWH5-F1-model_v3	NA	NA	0.00e+00	870.98	4.121E-48	2092	gold
Q9FM57	A0A1Z5RB53	AF-Q9FM57-F1-model_v3	AF-A0A1Z5RB53-F1-model_v3	NA	NA	1.01e-01	1145.35	1.674E-04	203	gold
Q9FMC5	C5XF33	AF-Q9FMC5-F1-model_v3	AF-C5XF33-F1-model_v3	NA	NA	2.23e-12	562.87	1.039E-25	987	gold
Q9FMX3	A0A1Z5RQ55	AF-Q9FMX3-F1-model_v3	AF-A0A1Z5RQ55-F1-model_v3	NA	NA	0.00e+00	1471.41	NA	NA	silver
Q9FMY4	C5WYA4	AF-Q9FMY4-F1-model_v3	AF-C5WYA4-F1-model_v3	NA	NA	3.05e-03	391.97	9.545E-05	209	gold
Q9FN27	C5Z5D4	AF-Q9FN27-F1-model_v3	AF-C5Z5D4-F1-model_v3	NA	NA	0.00e+00	913.57	NA	NA	silver
Q9FN33	C5X773	AF-Q9FN33-F1-model_v3	AF-C5X773-F1-model_v3	NA	NA	2.18e-03	881.00	6.554E-08	326	gold
Q9FN35	A0A1Z5RHG6	AF-Q9FN35-F1-model_v3	AF-A0A1Z5RHG6-F1-model_v3	NA	NA	1.25e-04	289.81	2.176E-08	360	gold
Q9FND4	C5WZD7	AF-Q9FND4-F1-model_v3	AF-C5WZD7-F1-model_v3	NA	NA	0.00e+00	1400.60	2.944E-61	2828	gold
Q9FND8	C5XMY1	AF-Q9FND8-F1-model_v3	AF-C5XMY1-F1-model_v3	NA	NA	0.00e+00	1507.90	3.052E-31	1980	gold
Q9FNE0	A0A1W0VVV2	AF-Q9FNE0-F1-model_v3	AF-A0A1W0VVV2-F1-model_v3	NA	NA	3.57e-08	164.01	NA	NA	silver
Q9FNF8	C5Y0H1	AF-Q9FNF8-F1-model_v3	AF-C5Y0H1-F1-model_v3	NA	NA	1.78e-15	1368.73	2.065E-69	3118	gold
Q9FNL4	C5YKJ4	AF-Q9FNL4-F1-model_v3	AF-C5YKJ4-F1-model_v3	NA	NA	1.11e-16	716.46	NA	NA	silver
Q9FNQ2	C5XDT7	AF-Q9FNQ2-F1-model_v3	AF-C5XDT7-F1-model_v3	NA	NA	4.88e-07	378.25	NA	NA	silver
Q9FNX8	C5Y999	AF-Q9FNX8-F1-model_v3	AF-C5Y999-F1-model_v3	NA	NA	0.00e+00	2435.53	0.000E+00	5762	gold
Q9FQ20	A0A1Z5RDM7	AF-Q9FQ20-F1-model_v3	AF-A0A1Z5RDM7-F1-model_v3	NA	NA	2.45e-03	1056.13	NA	NA	silver
Q9FRL5	A0A194YRQ3	AF-Q9FRL5-F1-model_v3	AF-A0A194YRQ3-F1-model_v3	NA	NA	5.72e-04	520.25	NA	NA	silver
Q9FRS7	A0A194YQS5	AF-Q9FRS7-F1-model_v3	AF-A0A194YQS5-F1-model_v3	NA	NA	2.69e-04	218.44	2.320E-06	255	gold
Q9FT53	A0A1B6Q6W8	AF-Q9FT53-F1-model_v3	AF-A0A1B6Q6W8-F1-model_v3	NA	NA	5.22e-05	817.35	8.204E-26	892	gold
Q9FVS1	A0A1B6Q166	AF-Q9FVS1-F1-model_v3	AF-A0A1B6Q166-F1-model_v3	NA	NA	1.96e-13	627.56	NA	NA	silver
Q9FVW9	C5Y670	AF-Q9FVW9-F1-model_v3	AF-C5Y670-F1-model_v3	NA	NA	7.77e-02	256.18	NA	NA	silver
Q9FWS6	A0A1B6PDV1	AF-Q9FWS6-F1-model_v3	AF-A0A1B6PDV1-F1-model_v3	NA	NA	3.09e-11	706.91	NA	NA	silver
Q9FWX8	A0A1B6QBN8	AF-Q9FWX8-F1-model_v3	AF-A0A1B6QBN8-F1-model_v3	NA	NA	0.00e+00	3532.77	NA	NA	silver
Q9FX03	C5WZA5	AF-Q9FX03-F1-model_v3	AF-C5WZA5-F1-model_v3	NA	NA	1.54e-07	642.52	7.851E-30	1288	gold
Q9FX28	A0A1B6PE07	AF-Q9FX28-F1-model_v3	AF-A0A1B6PE07-F1-model_v3	NA	NA	2.20e-11	404.59	1.141E-13	672	gold
Q9FX56	C5XIP4	AF-Q9FX56-F1-model_v3	AF-C5XIP4-F1-model_v3	NA	NA	0.00e+00	849.98	NA	NA	silver
Q9FXG3	C5X1V9	AF-Q9FXG3-F1-model_v3	AF-C5X1V9-F1-model_v3	NA	NA	0.00e+00	1554.34	NA	NA	silver
Q9FY82	C5YB64	AF-Q9FY82-F1-model_v3	AF-C5YB64-F1-model_v3	NA	NA	1.96e-06	764.98	6.274E-31	1226	gold
Q9FYK2	C5YXC5	AF-Q9FYK2-F1-model_v3	AF-C5YXC5-F1-model_v3	NA	NA	2.89e-10	428.39	2.820E-16	701	gold
Q9FZ22	A0A1B6PDC8	AF-Q9FZ22-F1-model_v3	AF-A0A1B6PDC8-F1-model_v3	NA	NA	0.00e+00	1282.44	NA	NA	silver
Q9FZ41	C5WVM0	AF-Q9FZ41-F1-model_v3	AF-C5WVM0-F1-model_v3	NA	NA	2.78e-15	722.66	NA	NA	silver
Q9FZA0	C5XL88	AF-Q9FZA0-F1-model_v3	AF-C5XL88-F1-model_v3	NA	NA	2.31e-04	164.82	NA	NA	silver
Q9FZH6	A0A1W0VWB9	AF-Q9FZH6-F1-model_v3	AF-A0A1W0VWB9-F1-model_v3	NA	NA	3.39e-02	283.37	1.308E-04	192	gold
Q9FZK5	C5XSL9	AF-Q9FZK5-F1-model_v3	AF-C5XSL9-F1-model_v3	NA	NA	3.21e-06	374.29	2.993E-05	213	gold
Q9LDE1	A0A1B6QNJ9	AF-Q9LDE1-F1-model_v3	AF-A0A1B6QNJ9-F1-model_v3	NA	NA	7.35e-08	638.69	2.096E-23	1010	gold
Q9LDU5	C5XDP2	AF-Q9LDU5-F1-model_v3	AF-C5XDP2-F1-model_v3	NA	NA	8.49e-04	304.22	NA	NA	silver
Q9LE42	A0A1B6PDV0	AF-Q9LE42-F1-model_v3	AF-A0A1B6PDV0-F1-model_v3	NA	NA	1.84e-06	2140.50	NA	NA	silver
Q9LET1	C5WYR4	AF-Q9LET1-F1-model_v3	AF-C5WYR4-F1-model_v3	NA	NA	0.00e+00	1545.57	NA	NA	silver
Q9LEU1	A0A1B6QCI7	AF-Q9LEU1-F1-model_v3	AF-A0A1B6QCI7-F1-model_v3	NA	NA	1.01e-07	609.42	5.849E-30	1370	gold
Q9LEU3	C5XL74	AF-Q9LEU3-F1-model_v3	AF-C5XL74-F1-model_v3	NA	NA	6.94e-02	387.24	NA	NA	silver
Q9LEU4	C5XCU2	AF-Q9LEU4-F1-model_v3	AF-C5XCU2-F1-model_v3	NA	NA	0.00e+00	776.34	NA	NA	silver
Q9LEZ3	C5YJN2	AF-Q9LEZ3-F1-model_v3	AF-C5YJN2-F1-model_v3	NA	NA	1.54e-02	639.81	NA	NA	silver
Q9LF59	A0A1B1SPY0	AF-Q9LF59-F1-model_v3	AF-A0A1B1SPY0-F1-model_v3	NA	NA	5.50e-02	175.07	NA	NA	silver
Q9LFA2	C5YNN1	AF-Q9LFA2-F1-model_v3	AF-C5YNN1-F1-model_v3	NA	NA	3.21e-05	1461.78	4.076E-65	2779	gold
Q9LFD5	A0A1B6PSH7	AF-Q9LFD5-F1-model_v3	AF-A0A1B6PSH7-F1-model_v3	NA	NA	2.90e-07	496.58	NA	NA	silver
Q9LFN8	C5XD05	AF-Q9LFN8-F1-model_v3	AF-C5XD05-F1-model_v3	NA	NA	0.00e+00	2277.95	2.186E-92	4035	gold
Q9LFU9	C5X3W8	AF-Q9LFU9-F1-model_v3	AF-C5X3W8-F1-model_v3	NA	NA	0.00e+00	429.68	1.676E-21	838	gold
Q9LH76	A0A1B6P7F8	AF-Q9LH76-F1-model_v3	AF-A0A1B6P7F8-F1-model_v3	NA	NA	0.00e+00	1870.00	NA	NA	silver
Q9LH83	A0A1B6Q9L5	AF-Q9LH83-F1-model_v3	AF-A0A1B6Q9L5-F1-model_v3	NA	NA	1.25e-14	1246.38	NA	NA	silver
Q9LHB1	C5XQ09	AF-Q9LHB1-F1-model_v3	AF-C5XQ09-F1-model_v3	NA	NA	3.32e-14	1538.07	NA	NA	silver
Q9LHH3	A0A1B6QP13	AF-Q9LHH3-F1-model_v3	AF-A0A1B6QP13-F1-model_v3	NA	NA	1.77e-05	324.61	3.369E-10	374	gold
Q9LI62	C5XX30	AF-Q9LI62-F1-model_v3	AF-C5XX30-F1-model_v3	NA	NA	4.44e-16	936.83	NA	NA	silver
Q9LIG2	A0A1B6P9G1	AF-Q9LIG2-F1-model_v3	AF-A0A1B6P9G1-F1-model_v3	NA	NA	0.00e+00	2169.03	NA	NA	silver
Q9LIP1	A0A1B6Q7S0	AF-Q9LIP1-F1-model_v3	AF-A0A1B6Q7S0-F1-model_v3	NA	NA	4.19e-06	690.65	NA	NA	silver
Q9LJ45	A0A1Z5RL27	AF-Q9LJ45-F1-model_v3	AF-A0A1Z5RL27-F1-model_v3	NA	NA	7.22e-14	495.45	NA	NA	silver
Q9LJ90	A0A1Z5S5M6	AF-Q9LJ90-F1-model_v3	AF-A0A1Z5S5M6-F1-model_v3	NA	NA	0.00e+00	471.85	NA	NA	silver
Q9LJW3	C5X5P9	AF-Q9LJW3-F1-model_v3	AF-C5X5P9-F1-model_v3	NA	NA	4.95e-08	631.97	NA	NA	silver
Q9LJZ4	C5XGM6	AF-Q9LJZ4-F1-model_v3	AF-C5XGM6-F1-model_v3	NA	NA	4.33e-10	568.56	8.991E-13	581	gold
Q9LK23	A0A194YQU6	AF-Q9LK23-F1-model_v3	AF-A0A194YQU6-F1-model_v3	NA	NA	0.00e+00	1434.86	NA	NA	silver
Q9LMA7	C5X2C9	AF-Q9LMA7-F1-model_v3	AF-C5X2C9-F1-model_v3	NA	NA	0.00e+00	794.68	NA	NA	silver
Q9LMC9	C5XHF1	AF-Q9LMC9-F1-model_v3	AF-C5XHF1-F1-model_v3	NA	NA	0.00e+00	630.99	NA	NA	silver
Q9LMK2	C5YZD6	AF-Q9LMK2-F1-model_v3	AF-C5YZD6-F1-model_v3	NA	NA	1.79e-11	507.45	NA	NA	silver
Q9LMM0	C5XS88	AF-Q9LMM0-F1-model_v3	AF-C5XS88-F1-model_v3	NA	NA	0.00e+00	1439.87	NA	NA	silver
Q9LMM8	A0A109ND60	AF-Q9LMM8-F1-model_v3	AF-A0A109ND60-F1-model_v3	NA	NA	5.73e-07	510.76	NA	NA	silver
Q9LMP1	C5XS69	AF-Q9LMP1-F1-model_v3	AF-C5XS69-F1-model_v3	NA	NA	0.00e+00	1686.03	4.886E-77	3237	gold
Q9LMY9	A0A1W0W208	AF-Q9LMY9-F1-model_v3	AF-A0A1W0W208-F1-model_v3	NA	NA	5.71e-03	151.70	NA	NA	silver
Q9LN86	C5YE48	AF-Q9LN86-F1-model_v3	AF-C5YE48-F1-model_v3	NA	NA	2.59e-07	385.90	4.138E-18	703	gold
Q9LNB6	C5YCZ1	AF-Q9LNB6-F1-model_v3	AF-C5YCZ1-F1-model_v3	NA	NA	0.00e+00	1574.72	NA	NA	silver
Q9LNR2	A0A1B6QQ69	AF-Q9LNR2-F1-model_v3	AF-A0A1B6QQ69-F1-model_v3	NA	NA	0.00e+00	824.31	NA	NA	silver
Q9LNV5	C5Z502	AF-Q9LNV5-F1-model_v3	AF-C5Z502-F1-model_v3	NA	NA	7.77e-16	1182.18	1.102E-65	2535	gold
Q9LPZ0	A0A1B6QNG9	AF-Q9LPZ0-F1-model_v3	AF-A0A1B6QNG9-F1-model_v3	NA	NA	5.11e-01	294.35	NA	NA	silver
Q9LQ55	C5XZ82	AF-Q9LQ55-F1-model_v3	AF-C5XZ82-F1-model_v3	NA	NA	1.44e-15	2272.46	5.619E-100	5346	gold
Q9LQ71	A0A1Z5REX2	AF-Q9LQ71-F1-model_v3	AF-A0A1Z5REX2-F1-model_v3	NA	NA	1.60e-04	225.75	5.409E-05	223	gold
Q9LQ83	C5Y1E6	AF-Q9LQ83-F1-model_v3	AF-C5Y1E6-F1-model_v3	NA	NA	1.76e-03	276.63	1.342E-05	260	gold
Q9LQC9	A0A194YSG0	AF-Q9LQC9-F1-model_v3	AF-A0A194YSG0-F1-model_v3	NA	NA	0.00e+00	1487.04	NA	NA	silver
Q9LQN1	A0A194YGN0	AF-Q9LQN1-F1-model_v3	AF-A0A194YGN0-F1-model_v3	NA	NA	9.91e-14	270.44	NA	NA	silver
Q9LQT4	A0A1Z5S810	AF-Q9LQT4-F1-model_v3	AF-A0A1Z5S810-F1-model_v3	NA	NA	1.57e-12	746.61	NA	NA	silver
Q9LRN6	C5YBR9	AF-Q9LRN6-F1-model_v3	AF-C5YBR9-F1-model_v3	NA	NA	0.00e+00	565.42	1.173E-15	803	gold
Q9LS00	A0A1Z5R6Q6	AF-Q9LS00-F1-model_v3	AF-A0A1Z5R6Q6-F1-model_v3	NA	NA	1.25e-04	592.81	NA	NA	silver
Q9LS08	C5XC82	AF-Q9LS08-F1-model_v3	AF-C5XC82-F1-model_v3	NA	NA	1.42e-06	636.53	NA	NA	silver
Q9LSA5	C5Y3G5	AF-Q9LSA5-F1-model_v3	AF-C5Y3G5-F1-model_v3	NA	NA	2.43e-09	593.27	NA	NA	silver
Q9LSH2	A0A1Z5RB58	AF-Q9LSH2-F1-model_v3	AF-A0A1Z5RB58-F1-model_v3	NA	NA	0.00e+00	1389.75	8.422E-84	3532	gold
Q9LSM6	C5YKV3	AF-Q9LSM6-F1-model_v3	AF-C5YKV3-F1-model_v3	NA	NA	1.93e-02	158.13	1.175E-06	271	gold
Q9LSN5	A0A1B6Q342	AF-Q9LSN5-F1-model_v3	AF-A0A1B6Q342-F1-model_v3	NA	NA	1.34e-03	344.24	NA	NA	silver
Q9LSS5	A0A1Z5R0I7	AF-Q9LSS5-F1-model_v3	AF-A0A1Z5R0I7-F1-model_v3	NA	NA	1.04e-10	1284.71	2.019E-17	585	gold
Q9LSU9	A0A1B6Q0U2	AF-Q9LSU9-F1-model_v3	AF-A0A1B6Q0U2-F1-model_v3	NA	NA	5.21e-12	483.87	3.108E-19	789	gold
Q9LT00	C5YYV4	AF-Q9LT00-F1-model_v3	AF-C5YYV4-F1-model_v3	NA	NA	3.12e-05	529.20	NA	NA	silver
Q9LTB4	A0A1B6PQY9	AF-Q9LTB4-F1-model_v3	AF-A0A1B6PQY9-F1-model_v3	NA	NA	0.00e+00	994.58	NA	NA	silver
Q9LTS7	C5XNS1	AF-Q9LTS7-F1-model_v3	AF-C5XNS1-F1-model_v3	NA	NA	3.91e-03	839.05	4.131E-19	761	gold
Q9LTX5	C5YYN0	AF-Q9LTX5-F1-model_v3	AF-C5YYN0-F1-model_v3	NA	NA	5.55e-16	1371.23	NA	NA	silver
Q9LU76	A0A194YIN4	AF-Q9LU76-F1-model_v3	AF-A0A194YIN4-F1-model_v3	NA	NA	0.00e+00	991.25	NA	NA	silver
Q9LUL6	A0A194YS03	AF-Q9LUL6-F1-model_v3	AF-A0A194YS03-F1-model_v3	NA	NA	3.71e-07	426.55	NA	NA	silver
Q9LUL8	C5Y8Z0	AF-Q9LUL8-F1-model_v3	AF-C5Y8Z0-F1-model_v3	NA	NA	2.40e-11	1395.13	NA	NA	silver
Q9LUQ5	A0A1B6Q5B0	AF-Q9LUQ5-F1-model_v3	AF-A0A1B6Q5B0-F1-model_v3	NA	NA	5.13e-09	978.56	NA	NA	silver
Q9LUT0	C5XIX2	AF-Q9LUT0-F1-model_v3	AF-C5XIX2-F1-model_v3	NA	NA	0.00e+00	1000.11	NA	NA	silver
Q9LUV0	C5XU04	AF-Q9LUV0-F1-model_v3	AF-C5XU04-F1-model_v3	NA	NA	1.84e-13	420.76	NA	NA	silver
Q9LV43	A0A1B6Q0Q8	AF-Q9LV43-F1-model_v3	AF-A0A1B6Q0Q8-F1-model_v3	NA	NA	3.08e-07	697.91	NA	NA	silver
Q9LVC1	C5XCP7	AF-Q9LVC1-F1-model_v3	AF-C5XCP7-F1-model_v3	NA	NA	0.00e+00	1127.39	NA	NA	silver
Q9LVD3	C5XGH4	AF-Q9LVD3-F1-model_v3	AF-C5XGH4-F1-model_v3	NA	NA	1.11e-16	2473.78	2.939E-49	3258	gold
